AAL       	Services                 	Major Airlines                                              	   625289000	      26.60B
DYAX      	Healthcare               	Biotechnology                                               	   137517000	       5.06B
DYN       	Utilities                	Electric Utilities                                          	    99133000	       1.98B
EA        	Technology               	Multimedia & Graphics Software                              	   305679000	      22.51B
EAT       	Services                 	Restaurants                                                 	    58911000	       2.70B
EBAY      	Services                 	Specialty Retail, Other                                     	  1036980000	      34.89B
ECHO      	Services                 	Trucking                                                    	    27598000	     733.68M
ECL       	Consumer Goods           	Cleaning Products                                           	   265522000	      34.88B
ED        	Utilities                	Electric Utilities                                          	   292875000	      18.56B
EDU       	Services                 	Education & Training Services                               	   132187000	       4.72B
EEP       	Basic Materials          	Oil & Gas Pipelines                                         	   167619000	       9.00B
EFOI      	Consumer Goods           	Home Furnishings & Fixtures                                 	     8369000	     170.55M
EFX       	Financial                	Credit Services                                             	   117662000	      13.06B
EGHT      	Technology               	Diversified Communication Services                          	    86598000	       1.03B
EGN       	Basic Materials          	Independent Oil & Gas                                       	    78300000	       4.45B
EIGI      	Technology               	Application Software                                        	    74530000	       1.93B
EIX       	Utilities                	Electric Utilities                                          	   325127000	      19.74B
EL        	Consumer Goods           	Personal Products                                           	   218850000	      31.16B
ELLI      	Technology               	Application Software                                        	    26300000	       1.89B
EMC       	Technology               	Data Storage Devices                                        	  1931644000	      49.11B
EMN       	Basic Materials          	Chemicals - Major Diversified                               	   147962000	      10.58B
EMR       	Industrial Goods         	Industrial Electrical Equipment                             	   650348000	      32.83B
ENB       	Basic Materials          	Oil & Gas Pipelines                                         	   830151000	      31.41B
ENDP      	Healthcare               	Drug Manufacturers - Other                                  	   195317000	      13.44B
ENI       	Utilities                	Foreign Utilities                                           	   386654000	      12.36B
ENLK      	Basic Materials          	Independent Oil & Gas                                       	   130084000	       4.94B
ENR       	Consumer Goods           	Personal Products                                           	    61557000	       2.19B
ENT       	Services                 	Entertainment - Diversified                                 	    42105000	     829.96M
ENV       	Services                 	Business Services                                           	    34394000	       1.13B
EOG       	Basic Materials          	Independent Oil & Gas                                       	   547398000	      45.42B
EPC       	Consumer Goods           	Personal Products                                           	    61177000	       5.05B
EPD       	Basic Materials          	Independent Oil & Gas                                       	  1294497000	      51.17B
EQC       	N/A                      	N/A                                                         	           0	         N/A
EQIX      	Technology               	Internet Software & Services                                	    52537000	      17.11B
EQM       	Basic Materials          	Oil & Gas Pipelines                                         	    49690000	       4.82B
EQR       	Financial                	REIT - Residential                                          	   357865000	      29.01B
EQT       	Basic Materials          	Independent Oil & Gas                                       	   151557000	       8.97B
EQY       	Financial                	REIT - Retail                                               	    74087000	       3.50B
ERJ       	Industrial Goods         	Aerospace/Defense Products & Services                       	   696508000	      23.29B
ES        	Utilities                	Diversified Utilities                                       	   315989000	      16.32B
ESNT      	Financial                	Mortgage Investment                                         	    79258000	       2.22B
ESPR      	Healthcare               	Biotechnology                                               	    13794000	     590.02M
ESRX      	Healthcare               	Health Care Plans                                           	   674889000	      57.24B
ESV       	Basic Materials          	Oil & Gas Drilling & Exploration                            	   234301000	       3.96B
ETE       	Basic Materials          	Oil & Gas Pipelines                                         	   759378000	      20.09B
ETFC      	Financial                	Investment Brokerage - National                             	   289585000	       8.79B
ETN       	Industrial Goods         	Diversified Machinery                                       	   461272000	      26.65B
ETP       	Basic Materials          	Oil & Gas Pipelines                                         	   399001000	      19.41B
ETR       	Utilities                	Electric Utilities                                          	   178040000	      11.94B
EURN      	N/A                      	N/A                                                         	   104878000	       2.12B
EV        	Financial                	Asset Management                                            	   107446000	       4.22B
EVER      	Financial                	Regional - Southeast Banks                                  	    96526000	       2.14B
EVHC      	Healthcare               	Long-Term Care Facilities                                   	   175263000	       4.91B
EVR       	Financial                	Asset Management                                            	    34710000	       2.01B
EW        	Healthcare               	Medical Appliances & Equipment                              	   106954000	      17.01B
EWBC      	Financial                	Foreign Money Center Banks                                  	   142330000	       6.12B
EXAM      	Financial                	Insurance Brokers                                           	    39689000	       1.07B
EXC       	Utilities                	Diversified Utilities                                       	   917596000	      25.75B
EXH       	N/A                      	N/A                                                         	           0	         N/A
EXP       	Industrial Goods         	Cement                                                      	    49364000	       3.44B
EXPD      	Services                 	Air Delivery & Freight Services                             	   184161000	       9.17B
EXPE      	Services                 	Lodging                                                     	    99967000	      16.39B
EXPR      	Services                 	Apparel Stores                                              	    67710000	       1.46B
EXR       	Financial                	REIT - Industrial                                           	   118191000	      10.24B
F         	Consumer Goods           	Auto Manufacturers - Major                                  	  3660386000	      57.94B
FAF       	Financial                	Property & Casualty Insurance                               	   104046000	       4.15B
FANG      	Basic Materials          	Independent Oil & Gas                                       	    66460000	       5.17B
FAST      	Services                 	Industrial Equipment Wholesale                              	   287441000	      11.50B
FB        	Technology               	Internet Information Providers                              	  2171220000	     303.50B
FBHS      	Consumer Goods           	Home Furnishings & Fixtures                                 	   158375000	       8.72B
FBR       	Consumer Goods           	Paper & Paper Products                                      	   229541000	       8.03B
FCAU      	N/A                      	N/A                                                         	   878204000	      18.10B
FCE.A     	N/A                      	N/A                                                         	           0	         N/A
FCS       	Technology               	Semiconductor - Integrated Circuits                         	   112595000	       2.23B
FDC       	N/A                      	N/A                                                         	   176082000	      14.71B
FDX       	Services                 	Air Delivery & Freight Services                             	   261906000	      46.35B
FE        	Utilities                	Electric Utilities                                          	   421908000	      13.32B
FET       	Basic Materials          	Oil & Gas Equipment & Services                              	    63609000	       1.28B
FEYE      	Technology               	Application Software                                        	   141927000	       3.77B
FFIV      	Technology               	Business Software & Services                                	    70161000	       7.29B
FHN       	Financial                	Regional - Southeast Banks                                  	   230833000	       3.51B
FI        	Basic Materials          	Oil & Gas Pipelines                                         	     2413000	       2.57B
FII       	Financial                	Asset Management                                            	    90322000	       3.16B
FINL      	Services                 	Specialty Retail, Other                                     	    43858000	     739.06M
FIS       	Technology               	Information Technology Services                             	   279238000	      18.74B
FISV      	Services                 	Business Services                                           	   227821000	      22.12B
FIT       	Technology               	Scientific & Technical Instruments                          	    42060000	       5.72B
FITB      	Financial                	Regional - Midwest Banks                                    	   789326000	      16.09B
FIVE      	Services                 	Specialty Retail, Other                                     	    52680000	       1.52B
FL        	Consumer Goods           	Textile - Apparel Footwear & Accessories                    	   137742000	       9.06B
FLEX      	Technology               	Printed Circuit Boards                                      	   509875000	       6.40B
FLIR      	Technology               	Scientific & Technical Instruments                          	   136360000	       4.13B
FLO       	Consumer Goods           	Processed & Packaged Goods                                  	   185800000	       4.93B
FLR       	Industrial Goods         	Heavy Construction                                          	   141091000	       6.82B
FLS       	Industrial Goods         	Diversified Machinery                                       	   130301000	       5.99B
FLT       	Services                 	Business Services                                           	    82581000	      14.03B
FMC       	Basic Materials          	Chemicals - Major Diversified                               	   126075000	       5.60B
FMER      	Financial                	Money Center Banks                                          	   163265000	       3.43B
FNB       	Financial                	Regional - Southeast Banks                                  	   171666000	       2.50B
FNF       	Financial                	Surety & Title Insurance                                    	           0	         N/A
FNFG      	Financial                	Regional - Mid-Atlantic Banks                               	   346507000	       3.75B
FNGN      	Financial                	Asset Management                                            	    50756000	       1.81B
FNSR      	Technology               	Networking & Communication Devices                          	   105315000	       1.25B
FNV       	Basic Materials          	Gold                                                        	   152791000	       7.39B
FOE       	Basic Materials          	Specialty Chemicals                                         	    81108000	       1.00B
FOLD      	Healthcare               	Biotechnology                                               	   100048000	       1.34B
FOSL      	Consumer Goods           	Textile - Apparel Footwear & Accessories                    	    37967000	       1.77B
FOX       	N/A                      	N/A                                                         	  1638986000	      60.14B
FOXA      	Services                 	Entertainment - Diversified                                 	  1638986000	      59.22B
FPRX      	Healthcare               	Biotechnology                                               	    22484000	     971.68M
FRAN      	Services                 	Apparel Stores                                              	    39655000	     593.52M
FRC       	Financial                	Money Center Banks                                          	   141235000	       9.63B
FRGI      	Services                 	Restaurants                                                 	    25984000	     955.95M
FSL       	Technology               	Semiconductor - Broad Line                                  	   113997000	      10.56B
FSLR      	Technology               	Semiconductor - Specialized                                 	    73937000	       5.49B
FTI       	Basic Materials          	Oil & Gas Equipment & Services                              	   225495000	       7.55B
FTK       	Basic Materials          	Oil & Gas Equipment & Services                              	    45193000	     553.97M
FTNT      	Technology               	Application Software                                        	   146243000	       5.99B
FULT      	Financial                	Regional - Northeast Banks                                  	   171846000	       2.50B
G         	Services                 	Business Services                                           	   143448000	       5.38B
GAS       	Utilities                	Gas Utilities                                               	   119498000	       7.48B
GBX       	Services                 	Railroads                                                   	    27150000	     956.11M
GCI       	Services                 	Publishing - Newspapers                                     	   113724000	       1.96B
GD        	Industrial Goods         	Aerospace/Defense Products & Services                       	   296953000	      46.08B
GDDY      	Technology               	Internet Software & Services                                	     9795000	       4.98B
GE        	Industrial Goods         	Diversified Machinery                                       	 10100747000	     309.95B
GEO       	Financial                	REIT - Healthcare Facilities                                	    72063000	       2.20B
GES       	Services                 	Apparel Stores                                              	    64307000	       1.60B
GG        	Basic Materials          	Gold                                                        	   824065000	       9.80B
GGAL      	Financial                	Foreign Regional Banks                                      	    90081000	       3.70B
GGP       	Financial                	REIT - Retail                                               	   853482000	      22.81B
GIII      	Consumer Goods           	Textile - Apparel Clothing                                  	    40327000	       2.07B
GIL       	Consumer Goods           	Textile - Apparel Clothing                                  	   241776000	       7.39B
GILD      	Healthcare               	Biotechnology                                               	  1432172000	     153.54B
GIS       	Consumer Goods           	Processed & Packaged Goods                                  	   595798000	      33.92B
GLNG      	Services                 	Shipping                                                    	    84150000	       2.51B
GLOG      	Services                 	Shipping                                                    	    48289000	     928.12M
GLPI      	Financial                	REIT - Diversified                                          	    86579000	       3.16B
GLW       	Technology               	Diversified Electronics                                     	  1180618000	      22.45B
GM        	Consumer Goods           	Auto Manufacturers - Major                                  	  1380842000	      56.55B
GMCR      	Consumer Goods           	Processed & Packaged Goods                                  	   114303000	       7.27B
GME       	Services                 	Electronics Stores                                          	   103304000	       4.14B
GMED      	Healthcare               	Medical Appliances & Equipment                              	    68508000	       2.52B
GNC       	Services                 	Drug Stores                                                 	    77177000	       2.40B
GNRC      	Industrial Goods         	Diversified Machinery                                       	    65950000	       2.04B
GNTX      	Consumer Goods           	Auto Parts                                                  	   284002000	       4.88B
GOGO      	Technology               	Diversified Communication Services                          	    50086000	       1.56B
GOLD      	N/A                      	N/A                                                         	    92347000	       5.58B
GOOG      	Technology               	Internet Information Providers                              	   544760000	     520.33B
GOOGL     	Technology               	Internet Information Providers                              	   544760000	     534.36B
GPC       	Services                 	Specialty Retail, Other                                     	   143579000	      13.60B
GPK       	Consumer Goods           	Packaging & Containers                                      	   322867000	       4.50B
GPN       	Services                 	Business Services                                           	   129063000	       9.26B
GPOR      	Basic Materials          	Independent Oil & Gas                                       	   101141000	       2.80B
GPRE      	Basic Materials          	Specialty Chemicals                                         	    29243000	     782.41M
GPRO      	Consumer Goods           	Photographic Equipment & Supplies                           	    65967000	       2.81B
GPS       	Services                 	Apparel Stores                                              	   238630000	      10.95B
GPT       	Financial                	REIT - Diversified                                          	    53208000	       1.33B
GRFS      	N/A                      	N/A                                                         	   514516000	      23.59B
GRMN      	Technology               	Scientific & Technical Instruments                          	   109853000	       7.12B
GRUB      	Technology               	Internet Information Providers                              	    69731000	       2.21B
GS        	Financial                	Investment Brokerage - National                             	   407237000	      85.43B
GSK       	Healthcare               	Drug Manufacturers - Major                                  	  2347104000	      99.43B
GT        	Consumer Goods           	Rubber & Plastics                                           	   267937000	       9.21B
GTLS      	Industrial Goods         	Metal Fabrication                                           	    30187000	     595.61M
GTN       	Services                 	Broadcasting - TV                                           	    62242000	       1.20B
GWB       	Financial                	Money Center Banks                                          	    56271000	       1.73B
GWR       	Services                 	Railroads                                                   	    55917000	       4.15B
GWW       	Services                 	Industrial Equipment Wholesale                              	    56805000	      12.51B
GXP       	Utilities                	Electric Utilities                                          	   153505000	       4.24B
H         	Services                 	Lodging                                                     	    17460000	       6.87B
HA        	Services                 	Regional Airlines                                           	    46202000	       2.01B
HAIN      	Services                 	Food Wholesale                                              	   100764000	       4.23B
HAL       	Basic Materials          	Oil & Gas Equipment & Services                              	   853271000	      32.52B
HALO      	Healthcare               	Biotechnology                                               	    90591000	       2.21B
HAR       	Consumer Goods           	Electronic Equipment                                        	    70625000	       7.17B
HAS       	Consumer Goods           	Toys & Games                                                	   111908000	       9.41B
HBHC      	Financial                	Regional - Southeast Banks                                  	    74030000	       2.24B
HBI       	Consumer Goods           	Textile - Apparel Clothing                                  	   388463000	      12.29B
HCA       	Healthcare               	Hospitals                                                   	   404023000	      27.48B
HCBK      	N/A                      	N/A                                                         	           0	         N/A
HCC       	N/A                      	N/A                                                         	           0	         N/A
HCN       	Financial                	REIT - Healthcare Facilities                                	   352718000	      21.82B
HCP       	Financial                	REIT - Healthcare Facilities                                	   463749000	      16.26B
HD        	Services                 	Home Improvement Stores                                     	  1266059000	     165.11B
HDB       	Financial                	Foreign Regional Banks                                      	  4147748000	     294.86B
HDP       	N/A                      	N/A                                                         	    20165000	     700.34M
HDS       	Services                 	Industrial Equipment Wholesale                              	   194063000	       6.11B
HES       	Basic Materials          	Independent Oil & Gas                                       	   237300000	      16.71B
HFC       	Basic Materials          	Oil & Gas Refining & Marketing                              	   183210000	       9.27B
HIBB      	Services                 	Sporting Goods Stores                                       	    23590000	     793.47M
HIG       	Financial                	Property & Casualty Insurance                               	   406759000	      18.83B
HIW       	Financial                	REIT - Office                                               	    93273000	       4.18B
HLF       	Consumer Goods           	Personal Products                                           	    82393000	       5.25B
HLS       	Healthcare               	Specialized Health Services                                 	    82098000	       3.21B
HLT       	Services                 	Lodging                                                     	   521216000	      23.22B
HMC       	Consumer Goods           	Auto Manufacturers - Major                                  	  1791795000	      59.08B
HMHC      	Services                 	Education & Training Services                               	   113562000	       2.68B
HMSY      	Services                 	Business Services                                           	    84635000	     982.21M
HNT       	Healthcare               	Health Care Plans                                           	    75422000	       4.86B
HOG       	Consumer Goods           	Recreational Vehicles                                       	   202374000	      10.24B
HOLX      	Healthcare               	Medical Appliances & Equipment                              	   281564000	      11.32B
HON       	Industrial Goods         	Diversified Machinery                                       	   730900000	      81.41B
HOS       	Basic Materials          	Oil & Gas Equipment & Services                              	    21230000	     429.47M
HOT       	Services                 	Lodging                                                     	   141166000	      12.36B
HP        	Basic Materials          	Oil & Gas Drilling & Exploration                            	   104685000	       5.90B
HPP       	Financial                	REIT - Office                                               	    77989000	       2.55B
HPQ       	Technology               	Diversified Computer Systems                                	  1796696000	      25.28B
HRB       	Services                 	Personal Services                                           	   275282000	      10.23B
HRG       	Conglomerates            	Conglomerates                                               	   130333000	       2.75B
HRL       	Consumer Goods           	Meat Products                                               	   134750000	      18.03B
HRS       	Technology               	Communication Equipment                                     	   124003000	      10.30B
HRTX      	N/A                      	N/A                                                         	           0	         N/A
HSBC      	Financial                	Foreign Money Center Banks                                  	  4093679000	     168.62B
HSIC      	Services                 	Medical Equipment Wholesale                                 	    81623000	      12.95B
HSY       	Consumer Goods           	Confectioners                                               	   142810000	      18.34B
HTLD      	Services                 	Trucking                                                    	    58188000	       1.64B
HTS       	Financial                	REIT - Residential                                          	    95329000	       1.36B
HTZ       	Services                 	Rental & Leasing Services                                   	   375865000	       7.35B
HUM       	Healthcare               	Health Care Plans                                           	   147869000	      24.84B
HUN       	Basic Materials          	Chemicals - Major Diversified                               	   209379000	       3.02B
HW        	Industrial Goods         	General Building Materials                                  	    71858000	       1.42B
HWAY      	Healthcare               	Specialized Health Services                                 	    22768000	     484.00M
HXL       	Industrial Goods         	Aerospace/Defense Products & Services                       	    93857000	       4.47B
HZNP      	Healthcare               	Drugs - Generic                                             	   127824000	       3.23B
IACI      	Technology               	Internet Information Providers                              	    76979000	       5.31B
IBM       	Technology               	Information Technology Services                             	   969091000	     134.36B
ICE       	Financial                	Diversified Investments                                     	   113244000	      30.32B
ICLR      	Healthcare               	Medical Laboratories & Research                             	    55957000	       3.98B
ICPT      	Healthcare               	Biotechnology                                               	    17242000	       4.15B
IDTI      	Technology               	Semiconductor - Broad Line                                  	   146167000	       4.01B
IDXX      	Healthcare               	Diagnostic Substances                                       	    89714000	       6.30B
IEX       	Industrial Goods         	Diversified Machinery                                       	    75870000	       5.99B
IGT       	Services                 	Gaming Activities                                           	    94597000	       3.23B
ILMN      	Healthcare               	Biotechnology                                               	   144815000	      25.52B
IM        	Services                 	Computers Wholesale                                         	   145425000	       4.75B
IMAX      	Services                 	Entertainment - Diversified                                 	    58976000	       2.64B
IMGN      	Healthcare               	Biotechnology                                               	    86586000	       1.11B
IMPV      	Technology               	Application Software                                        	    27403000	       2.32B
IMS       	Technology               	Information Technology Services                             	   191769000	       9.37B
INCY      	Healthcare               	Biotechnology                                               	   164754000	      21.04B
INFN      	Technology               	Communication Equipment                                     	   137922000	       3.03B
INFY      	Technology               	Technical & System Software                                 	  1917314000	      37.05B
ING       	N/A                      	N/A                                                         	  3855728000	      53.80B
INSM      	Healthcare               	Biotechnology                                               	    43907000	       1.02B
INSY      	Healthcare               	Biotechnology                                               	    20131000	       2.10B
INTC      	Technology               	Semiconductor - Broad Line                                  	  4716970000	     163.56B
INTU      	Technology               	Application Software                                        	   258519000	      28.07B
INVN      	Technology               	Semiconductor - Integrated Circuits                         	    84434000	       1.01B
INXN      	Technology               	Internet Software & Services                                	    43718000	       2.10B
IP        	Consumer Goods           	Packaging & Containers                                      	   411453000	      17.09B
IPG       	Services                 	Advertising Agencies                                        	   382649000	       9.49B
IPGP      	Technology               	Semiconductor Equipment & Materials                         	    44334000	       4.79B
IPHI      	Technology               	Semiconductor - Broad Line                                  	    35611000	       1.25B
IPXL      	Healthcare               	Drug Manufacturers - Major                                  	    55188000	       3.09B
IR        	Industrial Goods         	Diversified Machinery                                       	   260396000	      15.32B
IRM       	Technology               	Business Software & Services                                	   204763000	       6.11B
IRWD      	Healthcare               	Drugs - Generic                                             	   115121000	       1.76B
ISBC      	Financial                	Savings & Loans                                             	   291687000	       4.15B
ISIL      	Technology               	Semiconductor - Broad Line                                  	   131206000	       1.87B
ISIS      	Healthcare               	Drug Manufacturers - Other                                  	   119233000	       7.36B
ITC       	Utilities                	Electric Utilities                                          	   151804000	       5.12B
ITCI      	Healthcare               	Biotechnology                                               	    29717000	       2.25B
ITT       	Industrial Goods         	Diversified Machinery                                       	    89159000	       3.46B
ITW       	Industrial Goods         	Diversified Machinery                                       	   346712000	      34.00B
IVR       	Financial                	REIT - Diversified                                          	   119151000	       1.60B
IVZ       	Financial                	Asset Management                                            	   416804000	      14.07B
JACK      	Services                 	Restaurants                                                 	    35407000	       2.65B
JAH       	Consumer Goods           	Housewares & Accessories                                    	   208122000	      10.21B
JAZZ      	Healthcare               	Biotechnology                                               	    59841000	       8.85B
JBHT      	Services                 	Trucking                                                    	    90081000	       8.88B
JBL       	Technology               	Printed Circuit Boards                                      	   169840000	       4.77B
JBLU      	Services                 	Regional Airlines                                           	   312788000	       8.14B
JCI       	Consumer Goods           	Auto Parts                                                  	   645869000	      29.81B
JD        	Technology               	Internet Information Providers                              	   359980000	      41.03B
JEC       	Services                 	Technical Services                                          	   121082000	       5.25B
JKS       	Technology               	Semiconductor - Specialized                                 	    21126000	     764.23M
JNJ       	Healthcare               	Drug Manufacturers - Major                                  	  2766279000	     283.56B
JNPR      	Technology               	Networking & Communication Devices                          	   373794000	      11.75B
JNS       	Financial                	Asset Management                                            	   141372000	       2.82B
JOE       	Financial                	Real Estate Development                                     	    75233000	       1.48B
JOY       	Industrial Goods         	Farm & Construction Machinery                               	    96779000	       1.48B
JPM       	Financial                	Money Center Banks                                          	  3663357000	     248.59B
JUNO      	Healthcare               	Biotechnology                                               	    47764000	       5.34B
JWN       	Services                 	Apparel Stores                                              	   150033000	      10.37B
K         	Consumer Goods           	Processed & Packaged Goods                                  	   281391000	      23.48B
KAR       	Services                 	Specialty Retail, Other                                     	   137277000	       5.04B
KATE      	Consumer Goods           	Textile - Apparel Clothing                                  	   127366000	       2.45B
KBH       	Industrial Goods         	Residential Construction                                    	    80660000	       1.26B
KBIO      	Healthcare               	Biotechnology                                               	     2209000	      75.24M
KBR       	Services                 	Technical Services                                          	   143626000	       2.68B
KCG       	Financial                	Investment Brokerage - National                             	    60945000	       1.09B
KEX       	Services                 	Shipping                                                    	    47646000	       3.47B
KEY       	Financial                	Regional - Midwest Banks                                    	   833671000	      10.93B
KEYS      	Technology               	Scientific & Technical Instruments                          	   169280000	       5.01B
KHC       	Consumer Goods           	Food - Major Diversified                                    	  1213176000	      89.37B
KIM       	Financial                	REIT - Retail                                               	   397625000	      10.96B
KING      	Services                 	Gaming Activities                                           	    79109000	       5.53B
KITE      	Healthcare               	Biotechnology                                               	    34599000	       3.66B
KKR       	Financial                	Asset Management                                            	   455045000	       8.11B
KLAC      	Technology               	Semiconductor Equipment & Materials                         	   155463000	      10.45B
KLIC      	Technology               	Semiconductor Equipment & Materials                         	    69427000	     797.43M
KLXI      	Industrial Goods         	Aerospace/Defense Products & Services                       	    48754000	       1.63B
KMB       	Consumer Goods           	Personal Products                                           	   361705000	      43.64B
KMI       	Basic Materials          	Oil & Gas Pipelines                                         	  1920486000	      52.20B
KMT       	Industrial Goods         	Machine Tools & Accessories                                 	    78967000	       2.19B
KMX       	Services                 	Auto Dealerships                                            	   201457000	      11.63B
KN        	Technology               	Communication Equipment                                     	    87691000	       1.40B
KND       	Healthcare               	Long-Term Care Facilities                                   	    76673000	       1.05B
KNDI      	Consumer Goods           	Auto Manufacturers - Major                                  	    33361000	     479.50M
KNX       	Services                 	Trucking                                                    	    62105000	       2.11B
KO        	Consumer Goods           	Beverages - Soft Drinks                                     	  3915652000	     184.53B
KORS      	Consumer Goods           	Textile - Apparel Clothing                                  	   176908000	       7.55B
KR        	Services                 	Grocery Stores                                              	   964858000	      36.32B
KRC       	Financial                	REIT - Office                                               	    90908000	       6.15B
KS        	Consumer Goods           	Paper & Paper Products                                      	    88115000	       2.31B
KSS       	Services                 	Department Stores                                           	   189259000	       8.98B
KSU       	Services                 	Railroads                                                   	   107679000	      10.21B
KYN       	Financial                	Closed-End Fund - Equity                                    	           0	         N/A
L         	Financial                	Property & Casualty Insurance                               	   294728000	      13.43B
LAMR      	Financial                	REIT - Diversified                                          	    81573000	       5.66B
LAZ       	Financial                	Asset Management                                            	   123378000	       5.63B
LB        	Services                 	Apparel Stores                                              	   245854000	      27.28B
LBTYA     	Services                 	CATV Systems                                                	   831138000	      36.81B
LBTYK     	N/A                      	N/A                                                         	   831138000	      35.15B
LC        	N/A                      	N/A                                                         	   249265000	       4.77B
LCI       	Healthcare               	Drugs - Generic                                             	    25479000	       1.37B
LDOS      	Technology               	Information & Delivery Services                             	    63868000	       4.08B
LEA       	Consumer Goods           	Auto Parts                                                  	    75064000	       9.46B
LEAF      	Financial                	Credit Services                                             	    52074000	       6.38B
LECO      	Industrial Goods         	Small Tools & Accessories                                   	    65830000	       4.08B
LEG       	Consumer Goods           	Home Furnishings & Fixtures                                 	   132487000	       6.21B
LEN       	Industrial Goods         	Residential Construction                                    	   184119000	      10.73B
LFC       	Financial                	Life Insurance                                              	  1628677000	      95.85B
LGF       	Services                 	Movie Production, Theaters                                  	    66268000	       5.20B
LH        	Healthcare               	Medical Laboratories & Research                             	    95534000	      12.29B
LHO       	Financial                	REIT - Hotel/Motel                                          	   112369000	       3.13B
LKQ       	Consumer Goods           	Auto Parts                                                  	   302228000	       9.03B
LL        	Services                 	Home Improvement Stores                                     	    26098000	     376.51M
LLL       	Industrial Goods         	Aerospace/Defense Products & Services                       	    77756000	       9.90B
LLTC      	Technology               	Semiconductor - Specialized                                 	   236308000	      10.98B
LLY       	Healthcare               	Drug Manufacturers - Major                                  	   930497000	      89.66B
LM        	Financial                	Asset Management                                            	    95684000	       4.67B
LMCA      	Services                 	Broadcasting - TV                                           	   296050000	      13.70B
LMCK      	N/A                      	N/A                                                         	   296050000	      13.14B
LMT       	Industrial Goods         	Aerospace/Defense Products & Services                       	   263386000	      69.47B
LNC       	Financial                	Life Insurance                                              	   246387000	      13.71B
LNCE      	Consumer Goods           	Processed & Packaged Goods                                  	    51547000	       2.74B
LNKD      	Technology               	Internet Information Providers                              	   114572000	      33.15B
LNT       	Utilities                	Electric Utilities                                          	           0	         N/A
LOCK      	Technology               	Application Software                                        	    69063000	       1.40B
LOCO      	Services                 	Restaurants                                                 	    21523000	     425.72M
LOW       	Services                 	Home Improvement Stores                                     	   915606000	      69.48B
LPI       	Basic Materials          	Independent Oil & Gas                                       	   104231000	       2.35B
LPLA      	Financial                	Investment Brokerage - National                             	    61700000	       4.22B
LPX       	Services                 	Building Materials Wholesale                                	   142012000	       2.52B
LQ        	Services                 	Resorts & Casinos                                           	    92451000	       1.91B
LRCX      	Technology               	Semiconductor Equipment & Materials                         	   157738000	      12.41B
LTRPA     	Consumer Goods           	Recreational Goods, Other                                   	    67502000	       2.28B
LUK       	Financial                	Investment Brokerage - National                             	   322212000	       6.54B
LULU      	Consumer Goods           	Textile - Apparel Clothing                                  	   110372000	       6.93B
LUV       	Services                 	Regional Airlines                                           	   649353000	      30.77B
LVLT      	Technology               	Diversified Communication Services                          	   289224000	      18.15B
LVNTA     	Services                 	Catalog & Mail Order Houses                                 	   120565000	       6.15B
LVS       	Services                 	Resorts & Casinos                                           	   393261000	      35.91B
LXK       	Technology               	Computer Based Systems                                      	    60808000	       2.19B
LXRX      	Healthcare               	Biotechnology                                               	    45639000	       1.40B
LYB       	Basic Materials          	Specialty Chemicals                                         	   366728000	      41.93B
LYV       	Services                 	Entertainment - Diversified                                 	   145760000	       5.18B
M         	Services                 	Department Stores                                           	   313312000	      12.14B
MA        	Financial                	Credit Services                                             	  1099527000	     111.72B
MAC       	Financial                	REIT - Retail                                               	   157279000	      12.69B
MAN       	Services                 	Staffing & Outsourcing Services                             	    67187000	       6.64B
MAR       	Services                 	Lodging                                                     	   210814000	      18.59B
MAS       	Industrial Goods         	General Building Materials                                  	   328159000	      10.02B
MAT       	Consumer Goods           	Toys & Games                                                	   338322000	       8.33B
MBLY      	Technology               	Application Software                                        	   163805000	       9.64B
MCD       	Services                 	Restaurants                                                 	   917789000	     104.60B
MCHP      	Technology               	Semiconductor - Specialized                                 	   197508000	       9.62B
MCK       	Services                 	Drugs Wholesale                                             	   229372000	      43.65B
MCO       	Services                 	Business Services                                           	   172074000	      20.63B
MD        	Healthcare               	Specialized Health Services                                 	    91129000	       6.79B
MDAS      	Technology               	Healthcare Information Services                             	    49517000	       1.74B
MDC       	Industrial Goods         	Residential Construction                                    	    39065000	       1.29B
MDCA      	Services                 	Marketing Services                                          	    37003000	       1.06B
MDCO      	Healthcare               	Drugs - Generic                                             	    65290000	       2.76B
MDLZ      	Consumer Goods           	Confectioners                                               	  1533117000	      69.84B
MDRX      	Technology               	Application Software                                        	   152157000	       2.83B
MDT       	Healthcare               	Medical Appliances & Equipment                              	  1412285000	     107.56B
MDU       	Industrial Goods         	General Building Materials                                  	   193102000	       3.50B
MDVN      	Healthcare               	Biotechnology                                               	   161657000	       6.56B
MEG       	Services                 	Broadcasting - TV                                           	    56570000	       2.01B
MELI      	Services                 	Catalog & Mail Order Houses                                 	    31620000	       5.36B
MENT      	Technology               	Technical & System Software                                 	   116681000	       2.10B
MEOH      	Basic Materials          	Specialty Chemicals                                         	    88951000	       3.31B
MET       	Financial                	Life Insurance                                              	   938712000	      56.72B
MFC       	Financial                	Life Insurance                                              	  1970448000	      32.34B
MGA       	Services                 	Auto Parts Wholesale                                        	   380634000	      18.17B
MGM       	Services                 	Resorts & Casinos                                           	   444540000	      12.66B
MHFI      	Services                 	Business Services                                           	   262174000	      26.19B
MHK       	Consumer Goods           	Home Furnishings & Fixtures                                 	    61471000	      14.22B
MIDD      	Industrial Goods         	Diversified Machinery                                       	    56111000	       6.05B
