Date,GASALLW
2017-08-14,2.50
2017-08-21,2.47
2017-08-28,2.51
2017-09-04,2.79
2017-09-11,2.80
2017-09-18,2.75
2017-09-25,2.70
2017-10-02,2.68
2017-10-09,2.62
2017-10-16,2.61
2017-10-23,2.59
2017-10-30,2.60
2017-11-06,2.67
2017-11-13,2.71
2017-11-20,2.68
2017-11-27,2.65
2017-12-04,2.62
2017-12-11,2.60
2017-12-18,2.57
2017-12-25,2.59
2018-01-01,2.64
2018-01-08,2.64
2018-01-15,2.67
2018-01-22,2.68
2018-01-29,2.72
2018-02-05,2.75
2018-02-12,2.72
2018-02-19,2.68
2018-02-26,2.67
2018-03-05,2.68
2018-03-12,2.68
2018-03-19,2.72
2018-03-26,2.76
2018-04-02,2.82
2018-04-09,2.81
2018-04-16,2.86
2018-04-23,2.91
2018-04-30,2.96
2018-05-07,2.96
2018-05-14,2.95
2018-05-21,3.00
2018-05-28,3.04
2018-06-04,3.02
2018-06-11,2.99
2018-06-18,2.96
2018-06-25,2.91
