Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180424	4-24-2018	102741	CME 	00	102 	36163	13242	300	1202	5694	23491	0	13839	8406	155	512	695	3	34647	34252	1516	1911	3529	-2271	100	956	-27	5250	0	5834	-1521	-1222	512	85	3	3785	3651	-256	-122	100	36.6	0.8	3.3	15.7	65	0	38.3	23.2	0.4	1.4	1.9	0	95.8	94.7	4.2	5.3	39					4	0	12	12					20	23	67.5	81.8	89.6	87.9	67.2	80.6	85.8	85.4	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180417	4-17-2018	102741	CME 	00	102 	32634	15513	200	246	5721	18241	0	8005	9927	1377	0	610	0	30862	30601	1772	2033	111	0	200	0	-19	-1079	0	122	784	23	0	-6	0	126	-78	-15	189	100	47.5	0.6	0.8	17.5	55.9	0	24.5	30.4	4.2	0	1.9	0	94.6	93.8	5.4	6.2	33						0	11	11		0		0	16	20	72.6	82.5	90.2	88.3	71.2	80.5	85.2	85	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180410	4-10-2018	102741	CME 	00	102 	32523	15513	0	246	5740	19320	0	7883	9143	1354	0	616	0	30736	30679	1787	1844	2097	28	0	0	157	74	0	2082	1162	395	0	-134	0	2662	1497	-565	600	100	47.7	0	0.8	17.6	59.4	0	24.2	28.1	4.2	0	1.9	0	94.5	94.3	5.5	5.7	31		0				0	12	10		0		0	17	17	72.2	84.4	89.8	89.7	71.5	82.4	85.1	86.6	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180403	4-3-2018	102741	CME 	00	102 	30426	15485	0	246	5583	19246	0	5801	7981	959	0	750	0	28074	29182	2352	1244	-1874	8209	-2069	-3898	-188	-1244	0	-5732	5279	-129	0	-5	0	-1738	-2066	-136	192	100	50.9	0	0.8	18.3	63.3	0	19.1	26.2	3.2	0	2.5	0	92.3	95.9	7.7	4.1	24		0				0	9	8		0		0	14	12	77	86.6	89.3	93.6	76.1	84.4	86.1	90.4	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180327	3-27-2018	102741	CME 	00	102 	32300	7276	2069	4144	5771	20490	0	11533	2702	1088	0	755	0	29812	31248	2488	1052	9479	0	-54	4144	-176	5014	0	4807	-128	494	0	-25	0	9269	9445	210	34	100	22.5	6.4	12.8	17.9	63.4	0	35.7	8.4	3.4	0	2.3	0	92.3	96.7	7.7	3.3	26						0	11	8		0		0	15	15	75.6	85.2	88.6	93.4	62.8	73.8	73.3	78.9	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180320	3-20-2018	102741	CME 	00	102 	22821	7276	2123	0	5947	15476	0	6726	2830	594	0	780	0	20543	21803	2278	1018	171	-1000	0	0	37	2193	0	1298	-2378	236	-385	-25	0	186	26	-15	145	100	31.9	9.3	0	26.1	67.8	0	29.5	12.4	2.6	0	3.4	0	90	95.5	10	4.5	26			0	4		0	11	6		0		0	17	11	75.6	88.4	83.4	93.7	75.6	86.8	83.1	91.9	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180313	3-13-2018	102741	CME 	00	102 	22650	8276	2123	0	5910	13283	0	5428	5208	358	385	805	0	20357	21777	2293	873	422	0	-2	0	156	-48	0	456	1354	-478	-96	10	0	38	836	384	-414	100	36.5	9.4	0	26.1	58.6	0	24	23	1.6	1.7	3.6	0	89.9	96.1	10.1	3.9	27			0	4		0	7	9				0	15	13	75	82	84.9	92.8	75	80.4	84.8	91.2	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180306	3-6-2018	102741	CME 	00	102 	22228	8276	2125	0	5754	13331	0	4972	3854	836	481	795	0	20319	20941	1909	1287	-25116	7855	-17006	-7858	47	-1008	0	-23617	1932	-1582	-74	-10	0	-25229	-25532	113	416	100	37.2	9.6	0	25.9	60	0	22.4	17.3	3.8	2.2	3.6	0	91.4	94.2	8.6	5.8	24			0			0	6	7				0	15	11	76.4	85.1	87.2	92.6	76.4	82.3	85.1	89.3	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180227	2-27-2018	102741	CME 	00	102 	47344	421	19131	7858	5707	14339	0	28589	1922	2418	555	805	0	45548	46473	1796	871	11647	10	0	7855	39	1448	0	1821	30	2170	-260	20	-3	11632	11520	15	127	100	0.9	40.4	16.6	12.1	30.3	0	60.4	4.1	5.1	1.2	1.7	0	96.2	98.2	3.8	1.8	28						0	12	4				0	20	13	79.2	90.3	91.4	96	63.6	72.2	70.9	75.7	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180220	2-20-2018	102741	CME 	00	102 	35697	411	19131	3	5668	12891	0	26768	1892	248	815	785	3	33916	34953	1781	744	8126	202	0	0	61	8137	0	7355	-28	64	77	5	0	7759	8178	367	-52	100	1.2	53.6	0	15.9	36.1	0	75	5.3	0.7	2.3	2.2	0	95	97.9	5	2.1	30						0	13	4					21	14	78.8	91.7	88.1	96.3	78.4	91.7	87.7	96.3	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180213	2-13-2018	102741	CME 	00	102 	27571	209	19131	3	5607	4754	0	19413	1920	184	738	780	3	26157	26775	1414	796	2276	65	-612	0	-782	4754	0	3164	-2116	184	-17	20	0	2614	2230	-338	46	100	0.8	69.4	0	20.3	17.2	0	70.4	7	0.7	2.7	2.8	0	94.9	97.1	5.1	2.9	32						0	14	5					23	14	69.2	89.2	84.5	95.2	69.2	89.2	84.5	95.2	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180206	2-6-2018	102741	CME 	00	102 	25295	144	19743	3	6389	0	0	16249	4036	0	755	760	3	23543	24545	1752	750	-11406	144	7477	-8569	-5742	0	0	3277	-9826	-19	-465	-260	0	-11374	-11197	-32	-209	100	0.6	78.1	0	25.3	0	0	64.2	16	0	3	3	0	93.1	97	6.9	3	30				4	0	0	12	5	0				21	11	68.4	89.5	83	95.9	68.4	89.5	83	95.9	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180130	1-30-2018	102741	CME 	00	102 	36701	0	12266	8572	12131	0	0	12972	13862	19	1220	1020	3	34917	35742	1784	959	6096	0	-200	7422	-359	-223	0	327	-249	-1164	-136	110	3	6093	5699	3	397	100	0	33.4	23.4	33.1	0	0	35.3	37.8	0.1	3.3	2.8	0	95.1	97.4	4.9	2.6	35	0	4	4	4	0	0	9	10		5			23	18	66.9	82.7	86.1	91.1	56.2	61.6	65.9	67.8	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180123	1-23-2018	102741	CME 	00	102 	30605	0	12466	1150	12490	223	0	12645	14111	1183	1356	910	0	28824	30043	1781	562	-1270	-121	-1155	1100	-2583	0	0	631	-746	-351	2	-9	0	-1322	-1161	52	-109	100	0	40.7	3.8	40.8	0.7	0	41.3	46.1	3.9	4.4	3	0	94.2	98.2	5.8	1.8	36	0	4		4		0	9	10		5		0	21	19	70	80.6	84.7	89.5	70	74.3	80.3	82.3	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180116	1-16-2018	102741	CME 	00	102 	31875	121	13621	50	15073	223	0	12014	14857	1534	1354	919	0	30146	31204	1729	671	6169	121	6669	0	-481	0	0	6328	-596	169	-4	-1	0	6133	6241	36	-72	100	0.4	42.7	0.2	47.3	0.7	0	37.7	46.6	4.8	4.2	2.9	0	94.6	97.9	5.4	2.1	37		4		4		0	9	10		5		0	23	18	73.1	83.6	86.6	90.4	73.1	79	83.2	85.8	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180109	1-9-2018	102741	CME 	00	102 	25706	0	6952	50	15554	223	0	5686	15453	1365	1358	920	0	24013	24963	1693	743	6196	0	3407	-2575	8068	-316	0	96	5624	218	63	20	0	5870	6378	326	-182	100	0	27	0.2	60.5	0.9	0	22.1	60.1	5.3	5.3	3.6	0	93.4	97.1	6.6	2.9	36	0	4		4		0	9	10		5		0	22	18	72	77.4	83.9	86.3	72	72.6	80.7	81.6	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180102	1-2-2018	102741	CME 	00	102 	19510	0	3545	2625	7486	539	0	5590	9829	1147	1295	900	0	18143	18585	1367	925	-1796	-211	1607	-1098	1980	-222	-42	-792	-706	-844	33	-24	0	-974	-1329	-822	-467	100	0	18.2	13.5	38.4	2.8	0	28.7	50.4	5.9	6.6	4.6	0	93	95.3	7	4.7	37	0	4		4		0	10	9		5		0	22	19	60	68.1	78.8	81.1	53.8	50.5	64.4	62.5	"(CONTRACTS OF BRL 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181231	12-31-2018	112741	CME 	00	112 	29922	4241	319	7	7053	6549	23	13434	12217	1598	266	2740	573	27196	24027	2726	5895	1111	909	-3	0	-842	303	-25	1301	287	3	-1	-52	292	1637	805	-526	306	100	14.2	1.1	0	23.6	21.9	0.1	44.9	40.8	5.3	0.9	9.2	1.9	90.9	80.3	9.1	19.7	65	6			5	12		19	17	6		4		39	37	42.4	36.3	60.5	52.4	42.4	31.5	59.4	46.1	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181224	12-24-2018	112741	CME 	00	112 	28811	3332	323	7	7895	6246	48	12133	11930	1595	267	2792	281	25558	23222	3253	5589	-1015	1714	-1046	-121	-3103	2994	48	1028	-678	-5	-164	-2175	-209	-811	-1192	-204	177	100	11.6	1.1	0	27.4	21.7	0.2	42.1	41.4	5.5	0.9	9.7	1	88.7	80.6	11.3	19.4	63	5			7	10		18	17	6		4		38	35	43.8	41.3	61.7	56.5	43.8	36.7	59.9	50.9	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181218	12-18-2018	112741	CME 	00	112 	29826	1618	1369	128	10998	3252	0	11105	12608	1600	431	4967	490	26369	24414	3457	5412	-32907	-20481	-6654	-10966	451	-112	-136	-234	-15388	-402	-250	1543	-57	-32075	-32172	-832	-735	100	5.4	4.6	0.4	36.9	10.9	0	37.2	42.3	5.4	1.4	16.7	1.6	88.4	81.9	11.6	18.1	66				8	7	0	21	18	9		6		40	39	42.9	38.9	60.7	54.3	42.9	34.4	59.6	49.7	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181211	12-11-2018	112741	CME 	00	112 	62733	22099	8022	11094	10547	3364	136	11339	27996	2002	681	3424	547	58445	56585	4288	6148	6269	-7268	539	10958	1228	-49	63	1022	-6557	-6	-285	476	298	6010	5722	259	547	100	35.2	12.8	17.7	16.8	5.4	0.2	18.1	44.6	3.2	1.1	5.5	0.9	93.2	90.2	6.8	9.8	79	4	5	4	9	9		22	23	12		5		51	48	61.4	44	73.3	64.8	44	32.8	55.7	48	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181204	12-4-2018	112741	CME 	00	112 	56464	29367	7484	136	9319	3413	73	10317	34553	2008	966	2948	249	52435	50864	4029	5600	2047	-911	717	-155	1791	-785	73	-519	2223	376	435	-214	-265	825	1970	1222	77	100	52	13.3	0.2	16.5	6	0.1	18.3	61.2	3.6	1.7	5.2	0.4	92.9	90.1	7.1	9.9	73	4	6		7	9		22	20	9				45	41	60.9	45.1	73	63.7	60.9	43.6	72.6	60.7	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181127	11-27-2018	112741	CME 	00	112 	54417	30278	6767	291	7528	4198	0	10836	32330	1632	531	3162	514	51610	48894	2807	5523	531	-201	713	5	596	-733	0	1183	1932	-569	-445	-302	33	602	1079	-71	-548	100	55.6	12.4	0.5	13.8	7.7	0	19.9	59.4	3	1	5.8	0.9	94.8	89.9	5.2	10.1	80	4	6		7	10	0	24	24	8				44	47	62.4	39.2	74.5	55.9	62.4	36.6	74	53.1	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181120	11-20-2018	112741	CME 	00	112 	53886	30479	6054	286	6932	4931	0	9653	30398	2201	976	3464	481	51008	47815	2878	6071	3869	-1546	824	286	3693	-1555	0	1087	4422	-111	352	-174	-25	3735	3666	134	203	100	56.6	11.2	0.5	12.9	9.2	0	17.9	56.4	4.1	1.8	6.4	0.9	94.7	88.7	5.3	11.3	84	4	6		5	11	0	25	26	11		5		46	52	62.1	34.6	74.6	50.8	62.1	32.3	74	47.8	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181113	11-13-2018	112741	CME 	00	112 	50017	32025	5230	0	3239	6486	0	8566	25976	2312	624	3638	506	47273	44149	2744	5868	-1274	-2271	4019	0	1097	-3173	0	-614	-1480	-121	262	-492	76	-1570	-1170	296	-104	100	64	10.5	0	6.5	13	0	17.1	51.9	4.6	1.2	7.3	1	94.5	88.3	5.5	11.7	76	4	6		5	14	0	19	22	10		5		36	52	67.4	36.7	78.6	51.5	67.4	34.1	75.8	48.9	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181106	11-6-2018	112741	CME 	00	112 	51291	34296	1211	0	2142	9659	0	9180	27456	2433	362	4130	430	48843	45319	2448	5972	-8429	-9451	547	0	1054	-6892	-12	-275	655	-704	362	-2077	406	-8620	-8077	191	-352	100	66.9	2.4	0	4.2	18.8	0	17.9	53.5	4.7	0.7	8.1	0.8	95.2	88.4	4.8	11.6	83	6		0	5	16	0	21	26	9		5		39	55	68.1	38.3	76.4	53.5	68.1	35.8	74.4	50.2	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181030	10-30-2018	112741	CME 	00	112 	59720	43747	664	0	1088	16551	12	9455	26801	3137	0	6207	24	57463	53396	2257	6324	1035	1191	20	0	147	-1038	12	-636	-1436	587	0	3313	-104	1197	1354	-162	-319	100	73.3	1.1	0	1.8	27.7	0	15.8	44.9	5.3	0	10.4	0	96.2	89.4	3.8	10.6	88	7		0	4	21		18	30	11	0	6		38	64	68.7	37.8	79.1	55.3	68.7	35.8	78.9	53.2	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181023	10-23-2018	112741	CME 	00	112 	58685	42556	644	0	941	17589	0	10091	28237	2550	0	2894	128	56266	52042	2419	6643	-3808	-3541	518	0	-60	-2158	-17	-644	-1305	376	-128	-863	-169	-4183	-3618	375	-190	100	72.5	1.1	0	1.6	30	0	17.2	48.1	4.3	0	4.9	0.2	95.9	88.7	4.1	11.3	96	7		0		20	0	22	35	10	0	7		40	68	69.1	38.2	79.3	53.1	69.1	36.3	78.6	50.3	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181016	10-16-2018	112741	CME 	00	112 	62493	46097	126	0	1001	19747	17	10735	29542	2174	128	3757	297	60449	55660	2044	6833	-2218	1914	-119	0	11	-523	0	-3914	-2861	79	-163	784	79	-1994	-2561	-224	343	100	73.8	0.2	0	1.6	31.6	0	17.2	47.3	3.5	0.2	6	0.5	96.7	89.1	3.3	10.9	94	7		0		20		20	36	7		6		37	67	68.3	36.1	79.1	54.5	68.3	34.3	79.1	51.9	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181009	10-9-2018	112741	CME 	00	112 	64711	44183	245	0	990	20270	17	14649	32403	2095	291	2973	218	62443	58221	2268	6490	8263	4252	245	-3	392	640	17	3376	6139	198	187	1660	-450	7969	8446	294	-183	100	68.3	0.4	0	1.5	31.3	0	22.6	50.1	3.2	0.4	4.6	0.3	96.5	90	3.5	10	102	7		0		22		18	43	7		6		35	77	66.9	34.1	79.4	50.1	66.9	32.4	79.4	47.6	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	181002	10-2-2018	112741	CME 	00	112 	56448	39931	0	3	598	19630	0	11273	26264	1897	104	1313	668	54474	49775	1974	6673	-546	-731	0	0	7	-534	-1	-154	-230	79	104	-1018	196	-500	-1508	-46	962	100	70.7	0	0	1.1	34.8	0	20	46.5	3.4	0.2	2.3	1.2	96.5	88.2	3.5	11.8	95	8	0			21	0	23	33	9		7		40	67	66	38.8	77	55.3	66	37	76.7	53	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180925	9-25-2018	112741	CME 	00	112 	56994	40662	0	3	591	20164	1	11427	26494	1818	0	2331	472	54974	51283	2020	5711	-435	122	0	3	0	2446	1	-437	-1233	-232	0	-1283	248	-295	-50	-140	-385	100	71.3	0	0	1	35.4	0	20	46.5	3.2	0	4.1	0.8	96.5	90	3.5	10	98	7	0			24		22	34	6	0	9		37	71	66.5	39.4	77.4	56.3	66.5	37.6	77.2	53.5	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180918	9-18-2018	112741	CME 	00	112 	57429	40540	0	0	591	17718	0	11864	27727	2050	0	3614	224	55269	51333	2160	6096	-2240	3481	-256	-1859	-101	3409	-1	-2474	-2265	-681	0	383	33	-1602	-1237	-638	-1003	100	70.6	0	0	1	30.9	0	20.7	48.3	3.6	0	6.3	0.4	96.2	89.4	3.8	10.6	96	8	0	0		23	0	19	36	5	0	8		32	71	67.7	36.3	80.8	52.7	67.7	34	80.1	49.9	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180911	9-11-2018	112741	CME 	00	112 	59669	37059	256	1859	692	14309	1	14338	29992	2731	0	3231	191	56871	52570	2798	7099	3888	-1786	0	1699	-121	-275	1	3117	-779	562	0	1888	186	3658	3282	230	606	100	62.1	0.4	3.1	1.2	24	0	24	50.3	4.6	0	5.4	0.3	95.3	88.1	4.7	11.9	102	11				24		20	34	12	0	9		43	77	50.4	33.6	72.4	47.4	49.7	31.5	70.3	44.7	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180904	9-4-2018	112741	CME 	00	112 	55781	38845	256	160	813	14584	0	11221	30771	2169	0	1343	5	53213	49288	2568	6493	1217	826	-230	14	-1394	3902	0	1449	-3037	122	-100	455	0	917	1226	300	-9	100	69.6	0.5	0.3	1.5	26.1	0	20.1	55.2	3.9	0	2.4	0	95.4	88.4	4.6	11.6	102	10			4	23	0	21	35	9	0	7		40	74	53.1	35.8	70.3	49.7	53.1	34.2	70.2	47.1	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180828	8-28-2018	112741	CME 	00	112 	54564	38019	486	146	2207	10682	0	9772	33808	2047	100	888	5	52296	48062	2268	6502	-909	-1016	231	83	-553	-53	0	1038	-49	-562	100	39	0	-910	-311	1	-598	100	69.7	0.9	0.3	4	19.6	0	17.9	62	3.8	0.2	1.6	0	95.8	88.1	4.2	11.9	97	10			4	19	0	15	40	8		5		35	73	54.6	32.4	72.5	47.2	54.6	31.9	72.5	44.5	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180821	8-21-2018	112741	CME 	00	112 	55473	39035	255	63	2760	10735	0	8734	33857	2609	0	849	5	53206	48373	2267	7100	-655	-450	0	63	1203	-39	0	-1045	-826	532	0	-367	0	303	-637	-958	-18	100	70.4	0.5	0.1	5	19.4	0	15.7	61	4.7	0	1.5	0	95.9	87.2	4.1	12.8	98	11			4	19	0	15	44	9	0	4		34	75	53.3	30.2	72.3	45.8	53.3	30.2	72.3	43.4	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180814	8-14-2018	112741	CME 	00	112 	56128	39485	255	0	1557	10774	0	9779	34683	2077	0	1216	5	52903	49010	3225	7118	4809	2753	-45	0	903	-57	0	221	3980	608	0	227	0	4485	4713	324	96	100	70.3	0.5	0	2.8	19.2	0	17.4	61.8	3.7	0	2.2	0	94.3	87.3	5.7	12.7	100	10		0	4	20	0	18	41	11	0	6		37	75	53.3	29.4	71	45.1	53.3	29.4	71	42.7	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180807	8-7-2018	112741	CME 	00	112 	51319	36732	300	0	654	10831	0	9558	30703	1469	0	989	5	48418	44297	2901	7022	-497	385	-175	-10	43	-1581	0	-487	1946	-952	-110	105	1	-1130	-666	633	169	100	71.6	0.6	0	1.3	21.1	0	18.6	59.8	2.9	0	1.9	0	94.3	86.3	5.7	13.7	88	9		0		19	0	15	36	8	0	5		31	66	53.8	31.2	72.6	46.6	53.8	31.2	72.6	44.1	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180731	7-31-2018	112741	CME 	00	112 	51816	36347	475	10	611	12412	0	10045	28757	2421	110	884	4	49548	44963	2268	6853	-82	684	179	10	-10	414	0	-1154	-1580	497	110	-122	0	137	-602	-219	520	100	70.1	0.9	0	1.2	24	0	19.4	55.5	4.7	0.2	1.7	0	95.6	86.8	4.4	13.2	93	9				20	0	18	35	9		5		37	67	52.7	30.6	71.2	46.1	52.7	30.5	71.2	43.1	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180724	7-24-2018	112741	CME 	00	112 	51898	35663	296	0	621	11998	0	11199	30337	1924	0	1006	4	49411	45565	2487	6333	-1356	-306	296	0	-288	-56	-16	-972	-1631	218	0	134	0	-1364	-1055	8	-301	100	68.7	0.6	0	1.2	23.1	0	21.6	58.5	3.7	0	1.9	0	95.2	87.8	4.8	12.2	97	9		0		19	0	22	38	9	0	5		38	69	50.9	28.5	69.7	45.2	50.9	28.5	69.7	42.8	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180717	7-17-2018	112741	CME 	00	112 	53254	35969	0	0	909	12054	16	12171	31968	1706	0	872	4	50775	46620	2479	6634	467	-1446	0	0	305	165	16	1463	416	76	-103	151	0	311	824	156	-357	100	67.5	0	0	1.7	22.6	0	22.9	60	3.2	0	1.6	0	95.3	87.5	4.7	12.5	98	10	0	0	5	20		18	40	7	0	5		37	70	50.3	29.9	68.3	46.7	50.3	29.4	68.3	44	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180710	7-10-2018	112741	CME 	00	112 	52787	37415	0	0	604	11889	0	10708	31552	1630	103	721	4	50464	45796	2323	6991	-889	1256	0	-1	-1615	210	0	-104	-877	33	103	-423	0	-328	-1058	-561	169	100	70.9	0	0	1.1	22.5	0	20.3	59.8	3.1	0.2	1.4	0	95.6	86.8	4.4	13.2	101	11	0	0		20	0	17	44	8		5		38	72	53.6	31	71.4	47.6	53.6	30.8	71.4	45.2	"(CONTRACTS OF NZD 100,000)"	F15	Combined
