Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170411	4-11-2017	102741	CME 	00	102 	26607	101	20350	0	7312	148	0	17228	4450	120	125	820	0	24886	25888	1721	719	-771	0	-702	0	88	0	0	-660	-159	-13	-30	20	0	-615	-854	-156	83	100	0.4	76.5	0	27.5	0.6	0	64.7	16.7	0.5	0.5	3.1	0	93.5	97.3	6.5	2.7	33			0	4		0	12	9				0	18	16	77.9	82	85.3	92.6	77.9	82	85.2	92.6	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170404	4-4-2017	102741	CME 	00	102 	27378	101	21052	0	7224	148	0	17888	4609	133	155	800	0	25501	26742	1877	636	-1610	-14	-1704	-724	102	148	0	-157	1688	-545	155	-90	0	-1183	-1227	-427	-383	100	0.4	76.9	0	26.4	0.5	0	65.3	16.8	0.5	0.6	2.9	0	93.1	97.7	6.9	2.3	31			0	4		0	11	8				0	17	15	78	84.1	85.3	93.8	78	84.1	85.2	93.8	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170328	3-28-2017	102741	CME 	00	102 	28988	115	22756	724	7122	0	0	18045	2921	678	0	890	0	26684	27969	2304	1019	767	12	743	337	54	0	0	-203	-372	199	0	-484	0	399	423	368	344	100	0.4	78.5	2.5	24.6	0	0	62.2	10.1	2.3	0	3.1	0	92.1	96.5	7.9	3.5	28				4	0	0	10	7		0		0	18	14	76.4	84.8	83.3	92.7	76.4	81.2	83.1	89.2	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170321	3-21-2017	102741	CME 	00	102 	28221	103	22013	387	7068	0	0	18248	3293	479	0	1374	0	26285	27546	1936	675	-644	0	-151	0	-87	0	0	-573	-684	117	0	71	0	-543	-647	-101	3	100	0.4	78	1.4	25	0	0	64.7	11.7	1.7	0	4.9	0	93.1	97.6	6.9	2.4	31				4	0	0	9	9		0	5	0	18	18	78.9	83	86.3	91.2	78.9	81	85.8	89.2	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170314	3-14-2017	102741	CME 	00	102 	28865	103	22164	387	7155	0	0	18821	3977	362	0	1303	0	26828	28193	2037	672	-2378	0	-973	0	187	0	0	-2618	-1526	159	0	-2	0	-2272	-2342	-106	-36	100	0.4	76.8	1.3	24.8	0	0	65.2	13.8	1.3	0	4.5	0	92.9	97.7	7.1	2.3	32				4	0	0	10	10		0	4	0	19	18	77	82.2	85.9	90.3	77	80.4	85.1	88.4	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170307	3-7-2017	102741	CME 	00	102 	31243	103	23137	387	6968	0	0	21439	5503	203	0	1305	0	29100	30535	2143	708	219	103	-532	313	412	0	0	-581	317	7	0	20	0	254	125	-35	94	100	0.3	74.1	1.2	22.3	0	0	68.6	17.6	0.6	0	4.2	0	93.1	97.7	6.9	2.3	30				4	0	0	7	10		0	5	0	16	18	83	82.7	89.1	91.6	83	80.9	89.1	89.7	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170228	2-28-2017	102741	CME 	00	102 	31024	0	23669	74	6556	0	0	22020	5186	196	0	1285	0	28846	30410	2178	614	-6929	-673	-7551	3	-77	0	0	-4896	1905	-1280	0	0	0	-6923	-6923	-6	-6	100	0	76.3	0.2	21.1	0	0	71	16.7	0.6	0	4.1	0	93	98	7	2	29	0			4	0	0	9	8		0	5	0	16	16	83.6	84.4	89.5	93	83.6	83.6	89.5	92.1	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170221	2-21-2017	102741	CME 	00	102 	37953	673	31220	71	6633	0	0	26916	3281	1476	0	1285	0	35769	37333	2184	620	819	0	13	0	463	0	0	-1116	-854	1471	0	270	0	818	900	1	-81	100	1.8	82.3	0.2	17.5	0	0	70.9	8.6	3.9	0	3.4	0	94.2	98.4	5.8	1.6	32				4	0	0	11	9		0	5	0	18	18	77.1	89.1	86.5	94.5	76.9	86.8	84.6	91.6	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170214	2-14-2017	102741	CME 	00	102 	37134	673	31207	71	6170	0	0	28032	4135	5	0	1015	0	34951	36433	2183	701	484	-71	0	71	166	0	0	264	526	3	0	0	0	433	600	51	-116	100	1.8	84	0.2	16.6	0	0	75.5	11.1	0	0	2.7	0	94.1	98.1	5.9	1.9	29				4	0	0	10	8		0	4	0	16	16	82.2	91	89.8	95.9	82.2	91	89.6	95.9	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170207	2-7-2017	102741	CME 	00	102 	36650	744	31207	0	6004	0	0	27768	3609	2	0	1015	0	34518	35833	2132	817	-9082	-66	7703	-8325	64	0	0	-846	-2993	2	0	-5550	0	-9171	-9163	89	81	100	2	85.1	0	16.4	0	0	75.8	9.8	0	0	2.8	0	94.2	97.8	5.8	2.2	26			0	4	0	0	9	6		0	4	0	14	13	84.6	92.8	90.7	96.4	84.6	92.8	90.7	96.4	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170131	1-31-2017	102741	CME 	00	102 	45732	810	23504	8325	5940	0	0	28614	6602	0	0	6565	0	43689	44996	2043	736	7878	0	0	8325	-358	0	0	595	148	-915	-100	160	0	7547	7718	331	160	100	1.8	51.4	18.2	13	0	0	62.6	14.4	0	0	14.4	0	95.5	98.4	4.5	1.6	29				4	0	0	8	9	0	0	5	0	14	16	85.8	87.3	92.9	94.9	70.5	69.1	75.3	76.7	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170124	1-24-2017	102741	CME 	00	102 	37854	810	23504	0	6298	0	0	28019	6454	915	100	6405	0	36142	37278	1712	576	825	0	848	0	22	0	0	618	-134	52	100	100	0	792	866	33	-41	100	2.1	62.1	0	16.6	0	0	74	17	2.4	0.3	16.9	0	95.5	98.5	4.5	1.5	30			0	4	0	0	7	10			5	0	16	17	84.7	84.2	91.5	92.7	84.7	83.3	90.7	91.8	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170117	1-17-2017	102741	CME 	00	102 	37029	810	22656	0	6276	0	0	27401	6588	863	0	6305	0	35350	36412	1679	617	3809	66	259	0	-2	0	0	3622	3582	8	0	-100	0	3694	3749	115	60	100	2.2	61.2	0	16.9	0	0	74	17.8	2.3	0	17	0	95.5	98.3	4.5	1.7	29			0	4	0	0	9	9		0	4	0	15	16	84.5	82.7	91.4	92.5	84.5	81.9	90.6	91.6	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170110	1-10-2017	102741	CME 	00	102 	33220	744	22397	0	6278	0	0	23779	3006	855	0	6405	0	31656	32663	1564	557	1869	0	1278	0	-110	0	0	2255	581	-27	-100	100	0	2018	1932	-149	-63	100	2.2	67.4	0	18.9	0	0	71.6	9	2.6	0	19.3	0	95.3	98.3	4.7	1.7	29			0	4	0	0	9	8		0	5	0	15	16	83.5	86.4	91	93.2	83.5	85.8	90.1	91.9	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	170103	1-3-2017	102741	CME 	00	102 	31351	744	21119	0	6388	0	0	21524	2425	882	100	6305	0	29638	30731	1713	620	-10598	-6	676	-5928	16	0	0	763	-5202	-33	-136	5280	-5300	-10624	-10507	26	-91	100	2.4	67.4	0	20.4	0	0	68.7	7.7	2.8	0.3	20.1	0	94.5	98	5.5	2	27			0		0	0	8	8			4	0	15	14	81.2	87.7	89.8	94.9	81.2	86.8	89.1	92.8	"(CONTRACTS OF BRL 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170502	5-2-2017	112741	CME 	00	112 	43368	22187	3324	26	1966	12407	0	14203	20069	385	1528	1827	0	40295	38038	3073	5330	-579	506	1452	3	63	-3941	0	-1127	960	80	246	111	0	-229	-1335	-350	756	100	51.2	7.7	0.1	4.5	28.6	0	32.7	46.3	0.9	3.5	4.2	0	92.9	87.7	7.1	12.3	74	8	4		5	8	0	16	22	6	5	6	0	36	46	47.2	39.4	66.4	59.2	47.1	39.4	66.3	59.2	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170425	4-25-2017	112741	CME 	00	112 	43947	21681	1872	23	1903	16348	0	15330	19109	305	1282	1716	0	40524	39373	3423	4574	886	691	83	1	-321	-35	0	216	730	-93	616	24	0	1110	710	-224	176	100	49.3	4.3	0.1	4.3	37.2	0	34.9	43.5	0.7	2.9	3.9	0	92.2	89.6	7.8	10.4	74	9			5	8	0	18	22	5	4	5	0	39	42	40.5	48.8	63.3	63.4	40.4	48.8	63.2	63.4	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170418	4-18-2017	112741	CME 	00	112 	43061	20990	1789	22	2224	16383	0	15114	18379	398	666	1692	0	39414	38663	3647	4398	-314	-1158	145	10	298	18	0	346	-786	0	260	435	0	-244	-178	-70	-136	100	48.7	4.2	0.1	5.2	38	0	35.1	42.7	0.9	1.5	3.9	0	91.5	89.8	8.5	10.2	69	9			6	7	0	19	17	6		5	0	41	36	38.9	50.2	61.9	67	38.8	50.2	61.9	67	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170411	4-11-2017	112741	CME 	00	112 	43375	22148	1644	12	1926	16365	0	14768	19165	398	406	1257	0	39658	38841	3717	4534	2471	1870	-201	8	-93	404	0	619	2107	6	-29	-72	0	2381	2252	90	219	100	51.1	3.8	0	4.4	37.7	0	34	44.2	0.9	0.9	2.9	0	91.4	89.5	8.6	10.5	64	9	4		5	6	0	17	19	4			0	35	35	40.9	49.4	62.3	65.8	40.9	49.4	62.2	65.8	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170404	4-4-2017	112741	CME 	00	112 	40904	20278	1845	4	2019	15961	0	14149	17058	392	435	1329	0	37277	36589	3627	4315	2955	2503	-59	2	290	67	0	37	2745	-100	-157	-28	0	2575	2627	380	328	100	49.6	4.5	0	4.9	39	0	34.6	41.7	1	1.1	3.2	0	91.1	89.5	8.9	10.5	65	9	4		4	5	0	15	23	7			0	35	39	39.3	52	61.3	66	39.3	52	61.3	66	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170328	3-28-2017	112741	CME 	00	112 	37949	17775	1904	2	1729	15894	0	14112	14313	492	592	1357	0	34702	33962	3247	3987	51	3316	106	1	107	102	0	-1869	1270	-1836	207	433	0	-74	76	125	-25	100	46.8	5	0	4.6	41.9	0	37.2	37.7	1.3	1.6	3.6	0	91.4	89.5	8.6	10.5	68	9	4		4	5	0	16	21	7	4	5	0	36	40	37.2	53.4	58.7	67.6	37.2	53.4	58.7	67.6	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170321	3-21-2017	112741	CME 	00	112 	37898	14459	1798	1	1622	15792	0	15981	13043	2328	385	924	0	34776	33886	3122	4012	2912	7935	-1376	1	60	-637	0	-3729	5033	29	-419	-265	0	3877	2785	-965	127	100	38.2	4.7	0	4.3	41.7	0	42.2	34.4	6.1	1	2.4	0	91.8	89.4	8.2	10.6	63	8			4	4	0	15	23	8		4	0	34	38	38.4	52.5	59.9	67.8	38.4	52.4	59.6	65.7	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170314	3-14-2017	112741	CME 	00	112 	34986	6524	3174	0	1562	16429	0	19710	8010	2299	804	1189	0	30899	31101	4087	3885	-16419	-1226	-11705	-2164	-12	-1909	0	-8895	651	-1642	-579	280	-149	-14667	-16638	-1752	219	100	18.6	9.1	0	4.5	47	0	56.3	22.9	6.6	2.3	3.4	0	88.3	88.9	11.7	11.1	59	4	4	0	4	4	0	18	17	6		5	0	31	34	33	57	54.3	69	33	57	53.5	66.7	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170307	3-7-2017	112741	CME 	00	112 	51405	7750	14879	2164	1574	18338	0	28605	7359	3941	1383	909	149	45566	47739	5839	3666	-5697	61	-10646	2113	-25	275	0	-11179	207	1731	762	-448	149	-6388	-6619	691	922	100	15.1	28.9	4.2	3.1	35.7	0	55.6	14.3	7.7	2.7	1.8	0.3	88.6	92.9	11.4	7.1	70	4	7		4	4	0	25	15	11	5	4		44	41	28.9	55.6	46	71.1	28.7	55.6	45.2	68.8	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170228	2-28-2017	112741	CME 	00	112 	57102	7689	25525	51	1599	18063	0	39784	7152	2210	621	1357	0	51954	54358	5148	2744	2020	-122	2392	49	575	-106	0	2385	575	-601	-443	225	0	1843	2534	177	-514	100	13.5	44.7	0.1	2.8	31.6	0	69.7	12.5	3.9	1.1	2.4	0	91	95.2	9	4.8	70	4	7		6		0	29	12	4		6	0	47	30	41.7	63.8	57.9	78.8	41.7	63.7	57.2	78.8	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170221	2-21-2017	112741	CME 	00	112 	55082	7811	23133	2	1024	18169	0	37399	6577	2811	1064	1132	0	50111	51824	4971	3258	-1232	109	407	-21	34	-79	0	-1166	-1983	-11	-142	21	0	-1197	-1666	-35	434	100	14.2	42	0	1.9	33	0	67.9	11.9	5.1	1.9	2.1	0	91	94.1	9	5.9	75	5	6		5	4	0	31	14	6	5	5	0	50	32	40.7	62.7	57.5	79.7	40.7	62.7	56.9	77.8	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170214	2-14-2017	112741	CME 	00	112 	56314	7702	22726	23	990	18248	0	38565	8560	2822	1206	1111	0	51308	53490	5006	2824	2241	232	3614	23	-999	185	0	2358	-1646	379	354	158	0	2347	2713	-106	-472	100	13.7	40.4	0	1.8	32.4	0	68.5	15.2	5	2.1	2	0	91.1	95	8.9	5	79	5	7		5	4	0	34	16	6	4	4	0	53	34	39.7	60.4	56.7	77.4	39.6	60.4	55.8	75.5	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170207	2-7-2017	112741	CME 	00	112 	54073	7470	19112	0	1989	18063	0	36207	10206	2443	852	953	0	48961	50777	5112	3296	2486	222	6072	-1	-84	-419	0	1900	-2628	223	464	-360	0	2724	2887	-238	-401	100	13.8	35.3	0	3.7	33.4	0	67	18.9	4.5	1.6	1.8	0	90.5	93.9	9.5	6.1	77	4	7	0	7		0	34	14	5	4	4	0	52	30	38	57	55.5	74.8	38	57	54.6	73.2	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170131	1-31-2017	112741	CME 	00	112 	51587	7248	13040	1	2073	18482	0	34307	12834	2220	388	1313	0	46237	47890	5350	3697	6647	-1676	10746	-16	61	-6682	-38	7161	2298	185	65	-184	0	5742	6309	905	338	100	14.1	25.3	0	4	35.8	0	66.5	24.9	4.3	0.8	2.5	0	89.6	92.8	10.4	7.2	73	4	5		7	4	0	32	14	5		5	0	49	30	38.1	50.5	56	69.9	38.1	50.5	55.2	69.9	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170124	1-24-2017	112741	CME 	00	112 	44940	8924	2294	17	2012	25164	38	27146	10536	2035	323	1497	0	40495	41581	4445	3359	-1054	-6669	1048	13	178	-1998	0	4802	436	129	-80	-435	0	-1627	-807	573	-247	100	19.9	5.1	0	4.5	56	0.1	60.4	23.4	4.5	0.7	3.3	0	90.1	92.5	9.9	7.5	70	10			7	5		26	13			5	0	48	27	38	63.4	56.1	77.5	37.4	62.5	54.4	75.1	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170117	1-17-2017	112741	CME 	00	112 	45994	15593	1246	4	1834	27162	38	22344	10100	1906	403	1932	0	42122	42388	3872	3606	2058	-1157	517	0	768	-644	0	1905	1824	-128	168	44	0	1556	1613	502	445	100	33.9	2.7	0	4	59.1	0.1	48.6	22	4.1	0.9	4.2	0	91.6	92.2	8.4	7.8	69	10			5	7		24	14			5	0	45	30	35.8	64.9	55.1	77.1	35.7	64.7	54.1	74.7	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170110	1-10-2017	112741	CME 	00	112 	43936	16750	729	4	1066	27806	38	20439	8276	2034	235	1888	0	40566	40775	3370	3161	-291	2758	-30	4	-54	522	0	-2984	-527	112	-384	307	0	-548	388	257	-679	100	38.1	1.7	0	2.4	63.3	0.1	46.5	18.8	4.6	0.5	4.3	0	92.3	92.8	7.7	7.2	68	11			4	7		24	15	7		5	0	44	34	33.6	68.5	54.5	77.9	33.6	67.1	53	75.3	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	170103	1-3-2017	112741	CME 	00	112 	44227	13992	759	0	1120	27284	38	23423	8803	1922	619	1581	0	41114	40387	3113	3840	961	2899	-92	0	17	-205	0	-2023	1332	-93	-56	-194	0	744	748	217	213	100	31.6	1.7	0	2.5	61.7	0.1	53	19.9	4.3	1.4	3.6	0	93	91.3	7	8.7	71	10		0	5	5		24	17			7	0	43	31	30.6	67.5	51.9	76.4	30.6	66.7	51.3	73.7	"(CONTRACTS OF NZD 100,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170502	5-2-2017	122741	CME 	00	122 	18246	5346	2979	9221	712	129	0	1941	4768	42	0	200	0	17262	17339	984	907	-261	-103	-2	0	-220	14	0	127	-125	-28	0	0	0	-224	-141	-37	-120	100	29.3	16.3	50.5	3.9	0.7	0	10.6	26.1	0.2	0	1.1	0	94.6	95	5.4	5	26	4					0	7	7		0		0	17	13	74.6	73.6	85.5	88.3	30.8	28.1	38.2	40.4	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170425	4-25-2017	122741	CME 	00	122 	18507	5449	2981	9221	932	115	0	1814	4893	70	0	200	0	17486	17480	1021	1027	-2335	-223	-511	60	-2066	-14	0	-220	-1741	18	0	-200	0	-2431	-2388	96	53	100	29.4	16.1	49.8	5	0.6	0	9.8	26.4	0.4	0	1.1	0	94.5	94.5	5.5	5.5	26	4					0	7	7		0		0	17	14	74.1	71.9	86.1	89	30.9	27.5	39.3	40.6	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170418	4-18-2017	122741	CME 	00	122 	20842	5672	3492	9161	2998	129	0	2034	6634	52	0	400	0	19917	19868	925	974	-2927	-6061	2279	554	2283	-119	0	246	-5705	51	0	-100	0	-2927	-3040	0	113	100	27.2	16.8	44	14.4	0.6	0	9.8	31.8	0.2	0	1.9	0	95.6	95.3	4.4	4.7	26	4			4		0	7	6		0		0	18	13	70	72.6	84.1	91	35	35.9	44.7	48.7	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170411	4-11-2017	122741	CME 	00	122 	23769	11733	1213	8607	715	248	0	1788	12339	1	0	500	0	22844	22908	925	861	-46	358	0	-143	-248	-4	0	111	180	0	0	100	0	78	133	-124	-179	100	49.4	5.1	36.2	3	1	0	7.5	51.9	0	0	2.1	0	96.1	96.4	3.9	3.6	24	5					0	7	5		0		0	17	11	79.4	86.5	89.7	94.4	47.5	54.5	54.7	59.7	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170404	4-4-2017	122741	CME 	00	122 	23815	11375	1213	8750	963	252	0	1677	12159	1	0	400	0	22766	22775	1049	1040	-3232	-77	-160	-1953	44	7	0	-1069	-1176	-71	0	100	0	-3126	-3253	-106	21	100	47.8	5.1	36.7	4	1.1	0	7	51.1	0	0	1.7	0	95.6	95.6	4.4	4.4	22	5					0	6	5		0		0	16	10	78.6	86.9	88.7	94.1	45.9	54	53.8	58.9	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170328	3-28-2017	122741	CME 	00	122 	27047	11452	1373	10703	919	245	0	2746	13335	72	0	300	0	25892	26028	1155	1019	30	107	-21	23	145	-30	0	-174	-299	0	0	200	0	101	-127	-71	157	100	42.3	5.1	39.6	3.4	0.9	0	10.2	49.3	0.3	0	1.1	0	95.7	96.2	4.3	3.8	27	5					0	8	7		0		0	18	14	78.5	84.8	87.5	92.9	42.1	50.4	49.3	54.9	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170321	3-21-2017	122741	CME 	00	122 	27017	11345	1394	10680	774	275	0	2920	13634	72	0	100	0	25791	26155	1226	862	389	638	181	0	-14	21	0	-257	239	46	0	0	0	413	487	-24	-98	100	42	5.2	39.5	2.9	1	0	10.8	50.5	0.3	0	0.4	0	95.5	96.8	4.5	3.2	29	5					0	10	7		0		0	20	14	77	86.6	87.1	93.7	40.5	51.5	48.5	55.7	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170314	3-14-2017	122741	CME 	00	122 	26628	10707	1213	10680	788	254	0	3177	13395	26	0	100	0	25378	25668	1250	960	-2188	4561	1042	-1925	-3	119	0	-3517	-234	-1340	0	0	0	-2224	-2338	36	150	100	40.2	4.6	40.1	3	1	0	11.9	50.3	0.1	0	0.4	0	95.3	96.4	4.7	3.6	24	4					0	9	5		0		0	18	11	78.1	87.9	87	95.5	40.5	54	48.4	56.2	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170307	3-7-2017	122741	CME 	00	122 	28816	6146	171	12605	791	135	0	6694	13629	1366	0	100	0	27602	28006	1214	810	1177	768	0	-301	11	-119	0	-302	0	1365	0	0	0	1541	945	-364	232	100	21.3	0.6	43.7	2.7	0.5	0	23.2	47.3	4.7	0	0.3	0	95.8	97.2	4.2	2.8	29	5		4			0	13	4	7	0		0	23	17	71.7	85	82	93.3	29.7	47.5	37.5	48.7	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170228	2-28-2017	122741	CME 	00	122 	27639	5378	171	12906	780	254	0	6996	13629	1	0	100	0	26061	27061	1578	578	-2402	359	0	-2379	-16	-61	0	-404	0	-1	0	0	0	-2441	-2441	39	39	100	19.5	0.6	46.7	2.8	0.9	0	25.3	49.3	0	0	0.4	0	94.3	97.9	5.7	2.1	26	4					0	12	4		0		0	20	10	72.3	90	84.6	97.1	28	49.8	38	51.2	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE	170221	2-21-2017	122741	CME 	00	122 	30041	5019	171	15285	796	315	0	7400	13629	2	0	100	0	28502	29502	1539	539	-1461	832	58	-846	-105	-37	0	-1336	-200	-86	-103	-450	0	-1644	-1561	183	100	100	16.7	0.6	50.9	2.6	1	0	24.6	45.4	0	0	0.3	0	94.9	98.2	5.1	1.8	26	4					0	12	4		0		0	20	11	74.2	90.7	86.2	97.5	26.4	46	35.3	47.3	"(CONTRACTS OF ZAR 500,000)"	F15	Combined
