Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
EURO FX - CHICAGO MERCANTILE EXCHANGE	160119	1/19/2016	099741	CME 	00	099 	455070	132364	33598	14191	96465	111798	20424	41763	136353	32151	48067	25166	6726	392150	380407	62920	74663	2526	-4323	15835	-1757	1932	-1131	90	5933	-7382	802	-655	48	-808	1214	5697	1312	-3171	100	29.1	7.4	3.1	21.2	24.6	4.5	9.2	30	7.1	10.6	5.5	1.5	86.2	83.6	13.8	16.4	229	17	10	14	34	37	30	25	51	34	22	32	19	141	185	28.7	25.5	45.6	35.4	28.6	25.1	44.8	34.1	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX - CHICAGO MERCANTILE EXCHANGE	160112	1/12/2016	099741	CME 	00	099 	452544	136687	17763	15948	94533	112929	20334	35830	143735	31349	48722	25118	7534	390936	374709	61608	77835	-25382	-5342	4267	-1391	976	4991	-1657	-2204	-13362	-11017	490	1266	-2467	-22612	-19370	-2770	-6012	100	30.2	3.9	3.5	20.9	25	4.5	7.9	31.8	6.9	10.8	5.6	1.7	86.4	82.8	13.6	17.2	225	15	12	15	33	38	32	24	50	30	23	30	19	141	180	29.7	25.9	46.3	34.5	29.6	25.6	45.5	33.3	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX - CHICAGO MERCANTILE EXCHANGE	160105	1/5/2016	099741	CME 	00	099 	477926	142029	13496	17339	93556	107938	21991	38033	157097	42366	48232	23852	10001	413548	394080	64378	83846	11111	2668	4021	-50	-1278	1588	4626	3636	-277	-763	-3363	-2365	865	6340	7644	4771	3467	100	29.7	2.8	3.6	19.6	22.6	4.6	8	32.9	8.9	10.1	5	2.1	86.5	82.5	13.5	17.5	245	18	12	15	28	39	31	21	67	34	27	33	24	148	201	28.2	25.3	43.8	34	27.9	25.3	42.7	32	"(CONTRACTS OF EUR 125,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160614	6/14/2016	232741	CME 	00	232 	98315	8365	2583	4008	25092	7532	2379	18776	22274	12231	956	17965	3268	75075	72240	23240	26075	-37937	-34568	-14790	-1315	3325	413	977	670	-1364	-4242	-786	-14427	-825	-36763	-35572	-1174	-2365	100	8.5	2.6	4.1	25.5	7.7	2.4	19.1	22.7	12.4	1	18.3	3.3	76.4	73.5	23.6	26.5	76	4	4	5	7	9	5	23	16	14		10	4	51	53	30.4	25.4	38.7	34.5	29.4	25.4	36.2	33.3	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160607	6/7/2016	232741	CME 	00	232 	136252	42933	17372	5322	21767	7120	1402	18106	23638	16473	1742	32392	4093	111838	107812	24414	28440	-2737	8106	-4445	-3465	-117	-264	-2404	-7527	6782	3174	567	-1358	-682	-2348	-2662	-389	-75	100	31.5	12.8	3.9	16	5.2	1	13.3	17.3	12.1	1.3	23.8	3	82.1	79.1	17.9	20.9	79	6	4	7	6	8	5	23	21	18	4	7	4	53	60	40.8	38	51.1	46.2	38.8	36.1	46.6	43.7	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160531	5/31/2016	232741	CME 	00	232 	138989	34827	21818	8787	21884	7384	3806	25633	16856	13299	1174	33749	4775	114186	110474	24803	28515	-1212	11081	-4643	92	-6008	702	-239	-6026	-1662	483	443	551	888	714	-3828	-1926	2616	100	25.1	15.7	6.3	15.7	5.3	2.7	18.4	12.1	9.6	0.8	24.3	3.4	82.2	79.5	17.8	20.5	82	5	8	9	5	9	6	25	19	14		8	4	53	62	37.6	36.2	49.6	45.6	35	34.3	43.6	41.6	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160524	5/24/2016	232741	CME 	00	232 	140201	23746	26461	8695	27892	6682	4045	31660	18518	12816	732	33198	3887	113472	114302	26729	25899	3892	14865	-5580	-407	-4489	255	1230	-9604	3095	1223	-306	2093	476	2987	2384	905	1508	100	16.9	18.9	6.2	19.9	4.8	2.9	22.6	13.2	9.1	0.5	23.7	2.8	80.9	81.5	19.1	18.5	87	5	8	9	7	8	6	27	21	15	4	7	6	58	65	33.5	37.6	47.1	47.4	32.7	36.2	42.3	43.6	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160517	5/17/2016	232741	CME 	00	232 	136309	8881	32041	9102	32381	6427	2815	41264	15423	11593	1038	31106	3411	110485	111918	25824	24391	-11878	916	-17056	602	-3106	419	702	-9490	2438	124	-510	-1275	233	-10528	-13813	-1350	1935	100	6.5	23.5	6.7	23.8	4.7	2.1	30.3	11.3	8.5	0.8	22.8	2.5	81.1	82.1	18.9	17.9	87	5	8	9	8	8	7	28	18	14	4	8	5	62	60	36.7	40.1	47.2	50	36.4	39.3	43.4	46.3	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160510	5/10/2016	232741	CME 	00	232 	148187	7965	49097	8500	35487	6008	2113	50753	12985	11469	1548	32380	3178	121013	125731	27174	22456	-17008	3738	-15400	-102	-392	451	-1260	-15380	-2992	-1131	78	3979	-351	-14801	-16807	-2207	-201	100	5.4	33.1	5.7	23.9	4.1	1.4	34.2	8.8	7.7	1	21.9	2.1	81.7	84.8	18.3	15.2	87	5	8	9	8	8	8	28	16	15	5	9	5	64	60	40.1	44.8	49.9	56.9	40	43.8	47.9	53.9	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160503	5/3/2016	232741	CME 	00	232 	165195	4227	64497	8603	35879	5558	3372	66133	15977	12600	1470	28401	3529	135814	142538	29381	22657	-12093	1498	-12178	-67	-6183	-5616	594	-7046	1606	1934	616	3407	-558	-9212	-10878	-2881	-1215	100	2.6	39	5.2	21.7	3.4	2	40	9.7	7.6	0.9	17.2	2.1	82.2	86.3	17.8	13.7	98	5	8	10	9	7	7	32	22	18	6	9	8	74	67	40.4	49.3	48.8	58.9	40.4	48.6	48.7	55.6	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160426	4/26/2016	232741	CME 	00	232 	177288	2728	76675	8670	42062	11173	2778	73179	14371	10667	855	24995	4087	145026	153416	32262	23872	12034	-1972	13967	1995	467	-19	-797	13059	-2523	106	-173	94	-165	12521	12659	-487	-625	100	1.5	43.2	4.9	23.7	6.3	1.6	41.3	8.1	6	0.5	14.1	2.3	81.8	86.5	18.2	13.5	99	5	8	9	10	10	6	33	20	13		12	8	71	64	44.4	51.8	51.1	60.3	44.4	51.2	49.5	57.5	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160419	4/19/2016	232741	CME 	00	232 	165254	4700	62708	6675	41595	11192	3575	60119	16894	10560	1028	24900	4252	132505	140758	32749	24496	15236	259	8774	2165	-2067	-524	1088	8099	-1732	1804	508	-901	1125	12979	11798	2257	3438	100	2.8	37.9	4	25.2	6.8	2.2	36.4	10.2	6.4	0.6	15.1	2.6	80.2	85.2	19.8	14.8	96	6	7	9	11	10	9	29	20	13		10	7	68	66	43.2	47.9	50.8	56.2	43.2	47.4	48.4	55.1	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160412	4/12/2016	232741	CME 	00	232 	150018	4442	53934	4510	43662	11717	2488	52021	18627	8757	520	25801	3126	119525	128959	30493	21059	8301	762	5097	-1984	9142	1178	-572	4208	5400	-1102	-2214	-263	1396	9636	9150	-1335	-849	100	3	36	3	29.1	7.8	1.7	34.7	12.4	5.8	0.3	17.2	2.1	79.7	86	20.3	14	88		9	8	11	10	9	23	21	12		10	6	61	62	46.5	46.7	53.3	54.6	46.5	46.2	52.4	53.4	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160405	4/5/2016	232741	CME 	00	232 	141717	3679	48837	6495	34521	10538	3059	47813	13227	9859	2734	26064	1730	109889	119809	31828	21908	725	-207	1362	614	-5898	1864	-207	8531	-3122	-406	-1861	-743	-74	491	-711	234	1436	100	2.6	34.5	4.6	24.4	7.4	2.2	33.7	9.3	7	1.9	18.4	1.2	77.5	84.5	22.5	15.5	91	4	9	9	11	9	7	27	19	11	4	8	6	64	60	38	45.7	45.2	55.5	38	45.1	44.1	53.8	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160329	3/29/2016	232741	CME 	00	232 	140992	3886	47475	5881	40419	8674	3266	39282	16349	10265	4596	26807	1804	109398	120520	31594	20472	9061	87	5114	-111	2673	633	163	5504	947	593	1122	1693	143	10174	9176	-1113	-115	100	2.8	33.7	4.2	28.7	6.2	2.3	27.9	11.6	7.3	3.3	19	1.3	77.6	85.5	22.4	14.5	93	5	8	7	11	9	7	24	21	13	6	9	6	65	61	38.5	45.1	46	53.3	38.5	44.4	45	51.7	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160322	3/22/2016	232741	CME 	00	232 	131931	3799	42360	5991	37746	8041	3102	33778	15401	9672	3473	25115	1662	99224	111345	32707	20586	13965	1569	9595	1313	1833	1155	570	5621	1230	546	-32	-180	94	11514	14324	2451	-359	100	2.9	32.1	4.5	28.6	6.1	2.4	25.6	11.7	7.3	2.6	19	1.3	75.2	84.4	24.8	15.6	91	5	10	9	12	9	8	20	21	11	5	9	6	64	61	35	45	42.3	52	35	43.7	41.2	50.4	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160315	3/15/2016	232741	CME 	00	232 	117966	2230	32765	4679	35913	6886	2533	28157	14172	9125	3505	25294	1568	87710	97021	30256	20945	-41966	-46107	-21421	-447	6336	86	625	-3328	-8034	-3670	2096	-5723	-1035	-45529	-39620	3563	-2346	100	1.9	27.8	4	30.4	5.8	2.1	23.9	12	7.7	3	21.4	1.3	74.4	82.2	25.6	17.8	86	4	9	8	12	6	7	18	21	11	10	6	6	61	57	36.6	42.9	43.2	51.4	36.6	42.3	42.3	49.8	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160308	3/8/2016	232741	CME 	00	232 	159932	48336	54186	5125	29577	6800	1908	31485	22206	12796	1410	31018	2603	133239	136641	26693	23291	19814	328	22032	-85	5308	-464	-446	3302	-8407	3098	-19	5561	736	12222	22027	7592	-2213	100	30.2	33.9	3.2	18.5	4.3	1.2	19.7	13.9	8	0.9	19.4	1.6	83.3	85.4	16.7	14.6	100	9	8	11	9	7	7	22	25	18	6	12	7	71	72	44	42.9	54.3	53.6	44	41.9	53.9	50.9	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160301	3/1/2016	232741	CME 	00	232 	140118	48008	32154	5210	24269	7264	2353	28184	30613	9697	1429	25456	1866	121017	114614	19101	25504	2957	-891	9016	536	3021	-85	-646	1611	-1800	20	476	-3895	218	4345	3363	-1388	-406	100	34.3	22.9	3.7	17.3	5.2	1.7	20.1	21.8	6.9	1	18.2	1.3	86.4	81.8	13.6	18.2	88	8	8	10	10	8	7	16	25	15		10	6	58	68	46.6	35.3	58.1	47.3	46.6	34.6	57.3	45.8	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160223	2/23/2016	232741	CME 	00	232 	137161	48899	23138	4674	21248	7349	2999	26572	32413	9678	953	29351	1648	116673	111251	20488	25910	9629	487	11878	-262	133	-1611	524	5632	-2365	746	471	1629	-171	7559	10366	2070	-737	100	35.7	16.9	3.4	15.5	5.4	2.2	19.4	23.6	7.1	0.7	21.4	1.2	85.1	81.1	14.9	18.9	87	8	7	9	8	8	6	16	24	14		14	5	53	68	47.1	32.6	58.6	42.8	46.9	31.9	57.7	42.1	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160216	2/16/2016	232741	CME 	00	232 	127532	48411	11260	4937	21115	8961	2476	20941	34777	8932	482	27722	1820	109114	100885	18418	26647	-1386	-5129	4358	-366	205	-567	150	2977	1797	795	-18	-7023	101	-1285	-755	-101	-631	100	38	8.8	3.9	16.6	7	1.9	16.4	27.3	7	0.4	21.7	1.4	85.6	79.1	14.4	20.9	87	8	7	8	8	11	8	14	24	12		14	5	50	70	48.8	31.8	60.9	40.6	48.7	31.7	59.5	40.4	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160209	2/9/2016	232741	CME 	00	232 	128918	53540	6902	5303	20910	9528	2326	17963	32980	8137	500	34745	1719	110399	101640	18519	27278	-7938	-22183	4984	969	8357	-3202	-481	4155	-4604	381	-301	-160	370	-8732	-1743	794	-6195	100	41.5	5.4	4.1	16.2	7.4	1.8	13.9	25.6	6.3	0.4	27	1.3	85.6	78.8	14.4	21.2	83	10	5	9	7	11	6	15	19	12		13	4	49	65	48	33.9	61.5	42.4	46.8	33.8	59.4	42.4	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160202	2/2/2016	232741	CME 	00	232 	136856	75723	1918	4334	12553	12730	2807	13808	37584	7756	801	34905	1349	119132	103383	17724	33473	-5049	-9698	573	-809	6802	2221	-472	-543	-3455	-208	152	-330	30	-4746	-2451	-303	-2598	100	55.3	1.4	3.2	9.2	9.3	2.1	10.1	27.5	5.7	0.6	25.5	1	87	75.5	13	24.5	89	12	4	10	8	11	7	12	26	14		13	5	52	73	50.5	32.3	65.6	39.7	49.3	32.3	64	39.5	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160126	1/26/2016	232741	CME 	00	232 	141905	85421	1345	5143	5751	10509	3279	14351	41039	7964	650	35235	1319	123878	105834	18027	36071	-8639	-8905	-37	211	3297	-215	-445	-2629	-2799	-1084	-945	-42	206	-10294	-4205	1655	-4434	100	60.2	0.9	3.6	4.1	7.4	2.3	10.1	28.9	5.6	0.5	24.8	0.9	87.3	74.6	12.7	25.4	94	14		10	7	12	8	17	27	13		12	4	55	74	53.1	30.5	65.2	38	51.5	30.5	62.9	37.8	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160119	1/19/2016	232741	CME 	00	232 	150544	94326	1382	4932	2454	10724	3724	16980	43838	9048	1594	35278	1113	134171	110039	16373	40505	14580	14225	47	1537	368	-1319	923	-3581	9928	2092	314	2513	-162	15716	15559	-1136	-979	100	62.7	0.9	3.3	1.6	7.1	2.5	11.3	29.1	6	1.1	23.4	0.7	89.1	73.1	10.9	26.9	96	13		11	5	10	6	20	31	16	4	11		56	76	55.5	28.7	67.5	36	54.8	28.7	64.7	35.8	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160112	1/12/2016	232741	CME 	00	232 	135964	80101	1335	3395	2086	12043	2801	20561	33910	6957	1280	32765	1274	118455	94480	17509	41484	24462	20029	-533	1080	-383	-484	-600	3159	11156	1185	511	1652	490	25473	13947	-1011	10515	100	58.9	1	2.5	1.5	8.9	2.1	15.1	24.9	5.1	0.9	24.1	0.9	87.1	69.5	12.9	30.5	92	11		9	4	11	4	19	29	13	4	12	4	51	71	52.9	26.3	64	33.4	52.2	26.3	61.8	33.2	"(CONTRACTS OF AUD 100,000)"	F10	Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160105	1/5/2016	232741	CME 	00	232 	111502	60071	1868	2314	2469	12527	3400	17402	22755	5772	769	31112	784	92982	80533	18520	30969	3560	-1725	448	1109	783	-3793	553	2101	-95	749	-1483	1828	-106	1980	693	1580	2867	100	53.9	1.7	2.1	2.2	11.2	3	15.6	20.4	5.2	0.7	27.9	0.7	83.4	72.2	16.6	27.8	91	9		5	5	11	4	20	28	15		13	4	49	70	52.2	25.9	60.8	33.5	51.4	25.8	58.9	33.3	"(CONTRACTS OF AUD 100,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160607	6/7/2016	299741	CME 	00	099 	31815	2632	18925	178	11096	738	1685	699	1612	3974	754	0	150	21168	27262	10647	4553	3759	-256	-580	-4	-139	281	-188	-614	163	3920	-150	0	150	2719	3742	1040	17	100	8.3	59.5	0.6	34.9	2.3	5.3	2.2	5.1	12.5	2.4	0	0.5	66.5	85.7	33.5	14.3	21	4			7		5		4	4		0		18	14	34.4	68.2	49.2	80.9	31.2	62	41.9	66.9	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160531	5/31/2016	299741	CME 	00	099 	28056	2888	19505	182	11235	457	1873	1313	1449	54	904	0	0	18449	23520	9607	4536																		100	10.3	69.5	0.6	40	1.6	6.7	4.7	5.2	0.2	3.2	0	0	65.8	83.8	34.2	16.2	20	4			7		5					0	0	17	12	39.3	73	53.7	82.3	36.2	72.8	49	76.3	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160517	5/17/2016	299741	CME 	00	099 	28378	769	20455	582	13762	0	973	692	2028	1	1351	0	0	18130	24039	10248	4339	-1335	7	-1204	22	-398	0	-46	60	-20	0	-699	0	0	-1054	-1248	-281	-87	100	2.7	72.1	2.1	48.5	0	3.4	2.4	7.1	0	4.8	0	0	63.9	84.7	36.1	15.3	20		4		9	0	4					0	0	15	12	40	74.9	53.5	82.4	37.6	74.8	50.1	79.2	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160510	5/10/2016	299741	CME 	00	099 	29713	762	21659	560	14160	0	1019	632	2048	1	2050	0	0	19184	25287	10529	4426	195	-211	114	206	51	-585	-52	177	-92	0	9	0	0	180	-409	15	604	100	2.6	72.9	1.9	47.7	0	3.4	2.1	6.9	0	6.9	0	0	64.6	85.1	35.4	14.9	20		4		8	0	4					0	0	15	12	42	75.6	54.9	82.8	39.6	75.6	51.4	79.8	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160503	5/3/2016	299741	CME 	00	099 	29518	973	21545	354	14109	585	1071	455	2140	1	2041	0	0	19004	25696	10514	3822	-2090	-105	-1051	-41	-1979	585	115	455	-911	0	13	0	0	-1542	-1303	-548	-787	100	3.3	73	1.2	47.8	2	3.6	1.5	7.2	0	6.9	0	0	64.4	87.1	35.6	12.9	21				8		5					0	0	16	13	42.3	76	55.2	84	39.8	76	51.6	82.2	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160426	4/26/2016	299741	CME 	00	099 	31608	1078	22596	395	16088	0	956	0	3051	1	2028	0	0	20546	26999	11062	4609	-882	-23	-515	26	536	0	-110	-435	-918	1	-671	0	0	-676	-1516	-206	634	100	3.4	71.5	1.2	50.9	0	3	0	9.7	0	6.4	0	0	65	85.4	35	14.6	21		4		9	0	4	0				0	0	16	13	42.8	74.7	55.2	82.6	40.7	74.6	52.2	81.1	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160419	4/19/2016	299741	CME 	00	099 	32490	1101	23111	369	15552	0	1066	435	3969	0	2699	0	0	21222	28515	11268	3975	24	-41	47	23	144	0	-17	435	274	0	0	0	0	544	327	-520	-303	100	3.4	71.1	1.1	47.9	0	3.3	1.3	12.2	0	8.3	0	0	65.3	87.8	34.7	12.2	23		4		9	0	4		4	0		0	0	16	14	42.3	74.2	54.4	83.4	40.2	74.2	51.1	83.3	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160412	4/12/2016	299741	CME 	00	099 	32466	1142	23064	346	15408	0	1083	0	3695	0	2699	0	0	20678	28188	11788	4278	-26	-661	138	66	-58	-668	-377	-896	983	0	677	-581	0	-1249	-439	1223	413	100	3.5	71	1.1	47.5	0	3.3	0	11.4	0	8.3	0	0	63.7	86.8	36.3	13.2	22		4		9	0	4	0	4	0		0	0	15	14	42.2	74	54.2	82.5	40.2	74	50.9	82.4	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160405	4/5/2016	299741	CME 	00	099 	32492	1803	22926	280	15466	668	1460	896	2712	0	2022	581	0	21927	28627	10565	3865	848	404	250	1	429	-35	-28	-428	-22	0	0	581	0	378	747	470	101	100	5.5	70.6	0.9	47.6	2.1	4.5	2.8	8.3	0	6.2	1.8	0	67.5	88.1	32.5	11.9	25	4	4		9		5			0			0	18	15	44	74.4	54.8	82.6	41.6	74.4	51.1	81.4	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160329	3/29/2016	299741	CME 	00	099 	31644	1399	22676	279	15037	703	1488	1324	2734	0	2022	0	0	21549	27880	10095	3764	-13	-31	508	29	263	-3	-42	-285	-134	0	0	0	0	-66	358	53	-371	100	4.4	71.7	0.9	47.5	2.2	4.7	4.2	8.6	0	6.4	0	0	68.1	88.1	31.9	11.9	24		4		9		5			0		0	0	17	14	44.8	75.8	54.9	83.8	42.4	75.8	51.9	82.5	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160322	3/22/2016	299741	CME 	00	099 	31657	1430	22168	250	14774	706	1530	1609	2868	0	2022	0	0	21615	27522	10042	4135																		100	4.5	70	0.8	46.7	2.2	4.8	5.1	9.1	0	6.4	0	0	68.3	86.9	31.7	13.1	23				9		5			0		0	0	17	13	44.1	75.9	54.1	83.9	41.6	75.9	51.3	81.3	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160308	3/8/2016	299741	CME 	00	099 	37977	2045	26597	264	12723	1289	1290	5000	889	3891	2022	0	0	27235	34220	10742	3757	3833	-3	-83	-15	-7	34	-3	345	96	3882	0	0	0	4199	3911	-366	-78	100	5.4	70	0.7	33.5	3.4	3.4	13.2	2.3	10.2	5.3	0	0	71.7	90.1	28.3	9.9	23	4			7		6	4		4		0	0	18	17	42.2	79.1	56.3	86.6	36.2	72.1	46.8	75.8	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160301	3/1/2016	299741	CME 	00	099 	34144	2048	26680	279	12730	1255	1293	4655	793	9	2022	0	0	23036	30309	11108	3835	-369	-89	-337	107	-288	47	390	6	0	-78	3	0	0	51	129	-420	-498	100	6	78.1	0.8	37.3	3.7	3.8	13.6	2.3	0	5.9	0	0	67.5	88.8	32.5	11.2	21	4			7		6					0	0	17	14	41.9	80.8	53.9	87.1	40.4	80.5	52.2	84.1	"(CONTRACTS OF EUR 125,000)"	F10	Combined
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE	160223	2/23/2016	299741	CME 	00	099 	34513	2137	27017	172	13018	1208	903	4649	793	87	2019	0	0	22985	30180	11528	4333	-305	47	-351	-91	6565	0	381	-368	0	87	-6787	0	-183	-349	-157	44	-148	100	6.2	78.3	0.5	37.7	3.5	2.6	13.5	2.3	0.3	5.8	0	0	66.6	87.4	33.4	12.6	22	4			7		5	4				0	0	18	12	41	80.6	53	85.8	39.9	80.6	51.1	84.1	"(CONTRACTS OF EUR 125,000)"	F10	Combined
