Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180403	4-3-2018	095741	CME 	00	095 	211120	9946	90720	1038	85478	15354	0	101604	89912	659	3651	10473	0	202376	208156	8744	2964	10236	-77	16703	786	3420	-249	-218	6072	-6172	-311	349	192	0	10023	10732	213	-496	100	4.7	43	0.5	40.5	7.3	0	48.1	42.6	0.3	1.7	5	0	95.9	98.6	4.1	1.4	166		10	4	25	7	0	70	23	5	13	15	0	114	61	39.5	63.9	56.4	75.1	39.5	63.6	56.2	74.9	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180327	3-27-2018	095741	CME 	00	095 	200884	10022	74018	251	82058	15603	218	95531	96083	970	3302	10281	0	192353	197424	8531	3460	17430	-4432	15404	-192	2717	4452	215	17581	-536	-1161	1114	-140	0	15842	18042	1588	-612	100	5	36.8	0.1	40.8	7.8	0.1	47.6	47.8	0.5	1.6	5.1	0	95.8	98.3	4.2	1.7	154		10		23	8		64	21	7	13	12	0	107	59	41.1	61.6	58	74	41	61.6	57.9	73.9	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180320	3-20-2018	095741	CME 	00	095 	183454	14454	58614	443	79341	11151	3	77950	96619	2131	2188	10421	0	176511	179382	6943	4072	-13575	188	-27232	185	2035	1105	-579	-9348	17432	-4260	-220	587	-734	-12732	-13496	-843	-79	100	7.9	31.9	0.2	43.2	6.1	0	42.5	52.7	1.2	1.2	5.7	0	96.2	97.8	3.8	2.2	149	4	7		22	8		55	31	9	9	13	0	94	67	43.9	65.2	61	74.1	43.9	65.2	60.9	74.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180313	3-13-2018	095741	CME 	00	095 	197029	14266	85846	258	77306	10046	582	87298	79187	6391	2408	9834	734	189243	192878	7786	4151	4133	4037	-5205	-102	-8030	-217	577	706	3331	4523	779	54	684	3174	3645	959	488	100	7.2	43.6	0.1	39.2	5.1	0.3	44.3	40.2	3.2	1.2	5	0.4	96	97.9	4	2.1	156	5	7		20	7		66	25	15	11	13		109	67	40.5	67.4	54.4	78.7	40.5	67.4	54.4	78.7	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180306	3-6-2018	095741	CME 	00	095 	192896	10229	91051	360	85336	10263	5	86592	75856	1868	1629	9780	50	186069	189233	6827	3663	2907	4536	-1178	-3	2283	-2919	5	-2910	7559	-149	-845	311	50	2967	3677	-60	-770	100	5.3	47.2	0.2	44.2	5.3	0	44.9	39.3	1	0.8	5.1	0	96.5	98.1	3.5	1.9	152	4	10		18	8		63	27	9	8	14		99	67	50.9	66.5	64.3	80.3	50.9	66.5	64.3	80.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180227	2-27-2018	095741	CME 	00	095 	189989	5693	92229	362	83053	13182	0	89502	68297	2017	2474	9469	0	183102	185556	6887	4433	-7059	-98	-5085	114	2089	-2596	0	-9164	175	-220	316	274	0	-6963	-7338	-96	279	100	3	48.5	0.2	43.7	6.9	0	47.1	35.9	1.1	1.3	5	0	96.4	97.7	3.6	2.3	141		9		18	8	0	55	25	8	11	12	0	92	60	51.9	66.2	66.9	79.8	51.9	66.2	66.9	79.8	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180220	2-20-2018	095741	CME 	00	095 	197048	5791	97314	248	80964	15778	0	98666	68122	2237	2158	9194	0	190064	192894	6984	4154	5	-1852	-3887	57	7362	-2590	0	-5627	7650	-557	114	-604	0	-503	70	508	-65	100	2.9	49.4	0.1	41.1	8	0	50.1	34.6	1.1	1.1	4.7	0	96.5	97.9	3.5	2.1	136		9		18	7	0	44	33	6	10	12	0	79	66	54.5	64.1	69.7	79.7	54.5	64.1	69.7	79.7	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180213	2-13-2018	095741	CME 	00	095 	197043	7643	101201	192	73602	18368	0	104293	60472	2794	2044	9798	0	190568	192825	6475	4218	-4843	-1916	132	-65	2569	4888	-9	-3402	-7782	-1801	-116	-326	0	-4740	-4963	-103	120	100	3.9	51.4	0.1	37.4	9.3	0	52.9	30.7	1.4	1	5	0	96.7	97.9	3.3	2.1	133		7		19	8	0	53	21	7	10	12	0	89	54	53.3	65.6	68.8	82.4	53.3	65.6	68.8	82.4	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180206	2-6-2018	095741	CME 	00	095 	201886	9559	101069	256	71033	13480	9	107695	68254	4595	2160	10124	0	195308	197787	6578	4099	12554	-198	10802	-177	-237	-752	-150	13386	1926	-41	297	326	0	12880	11935	-326	619	100	4.7	50.1	0.1	35.2	6.7	0	53.3	33.8	2.3	1.1	5	0	96.7	98	3.3	2	138	4	8		18	8		54	22	9	10	13	0	93	58	50.4	63.2	66.4	77.4	50.4	63.2	66.4	77.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180130	1-30-2018	095741	CME 	00	095 	189332	9756	90266	434	71270	14232	159	94310	66328	4636	1863	9798	0	182427	185852	6905	3480	9956	-2241	9817	-60	-1368	5446	-30	14586	-4099	-349	-225	-777	0	10313	9948	-357	8	100	5.2	47.7	0.2	37.6	7.5	0.1	49.8	35	2.4	1	5.2	0	96.4	98.2	3.6	1.8	147	4	10		17	8		63	24	12	8	13	0	98	65	51.9	63.2	63.9	79	51.9	63.1	63.9	79	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180123	1-23-2018	095741	CME 	00	095 	179376	11997	80449	494	72638	8786	189	79724	70427	4985	2088	10575	0	172115	175905	7261	3471	6570	-14687	4377	117	6937	1141	-41	12071	1265	740	-82	-231	0	5055	7368	1515	-798	100	6.7	44.8	0.3	40.5	4.9	0.1	44.4	39.3	2.8	1.2	5.9	0	96	98.1	4	1.9	141	4	8		14	9		54	29	12	10	13	0	87	70	53.6	65.2	65.7	76.4	53.6	65.1	65.7	76.4	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180116	1-16-2018	095741	CME 	00	095 	172806	26684	76072	377	65701	7645	230	67653	69162	4245	2170	10806	0	167060	168536	5746	4270	-11643	-8190	-250	284	-8299	-508	188	3967	-10250	-445	-43	187	0	-12538	-10795	895	-848	100	15.4	44	0.2	38	4.4	0.1	39.1	40	2.5	1.3	6.3	0	96.7	97.5	3.3	2.5	134	7	5		15	7		38	39	6	9	14	0	74	70	52.5	67.3	67.6	78.4	52.5	67.2	67.5	77.8	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180109	1-9-2018	095741	CME 	00	095 	184449	34874	76322	93	74000	8153	42	63686	79412	4690	2213	10619	0	179599	179332	4850	5117	-10087	9406	217	-313	-4473	-66	-103	-14946	-9464	-123	430	24	0	-10121	-9828	34	-259	100	18.9	41.4	0.1	40.1	4.4	0	34.5	43.1	2.5	1.2	5.8	0	97.4	97.2	2.6	2.8	131	6	6		13	8		32	43	10	9	14	0	68	76	55.5	62.3	70.3	76.2	55.5	62.2	70.3	76.2	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	180102	1-2-2018	095741	CME 	00	095 	194536	25468	76105	406	78473	8219	145	78632	88876	4813	1783	10595	0	189720	189160	4816	5376	9155	4940	0	-27	384	702	0	3757	6820	364	238	376	0	9656	8236	-501	919	100	13.1	39.1	0.2	40.3	4.2	0.1	40.4	45.7	2.5	0.9	5.4	0	97.5	97.2	2.5	2.8	137	8	4		14	11		28	48	11	8	16	0	65	86	53.1	58.7	68.1	74	53.1	58.7	68.1	74	"(CONTRACTS OF MXN 500,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180410	4-10-2018	102741	CME 	00	102 	32523	15513	0	246	5740	19320	0	7883	9143	1354	0	616	0	30736	30679	1787	1844	2097	28	0	0	157	74	0	2082	1162	395	0	-134	0	2662	1497	-565	600	100	47.7	0	0.8	17.6	59.4	0	24.2	28.1	4.2	0	1.9	0	94.5	94.3	5.5	5.7	31		0				0	12	10		0		0	17	17	72.2	84.4	89.8	89.7	71.5	82.4	85.1	86.6	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180403	4-3-2018	102741	CME 	00	102 	30426	15485	0	246	5583	19246	0	5801	7981	959	0	750	0	28074	29182	2352	1244	-1874	8209	-2069	-3898	-188	-1244	0	-5732	5279	-129	0	-5	0	-1738	-2066	-136	192	100	50.9	0	0.8	18.3	63.3	0	19.1	26.2	3.2	0	2.5	0	92.3	95.9	7.7	4.1	24		0				0	9	8		0		0	14	12	77	86.6	89.3	93.6	76.1	84.4	86.1	90.4	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180327	3-27-2018	102741	CME 	00	102 	32300	7276	2069	4144	5771	20490	0	11533	2702	1088	0	755	0	29812	31248	2488	1052	9479	0	-54	4144	-176	5014	0	4807	-128	494	0	-25	0	9269	9445	210	34	100	22.5	6.4	12.8	17.9	63.4	0	35.7	8.4	3.4	0	2.3	0	92.3	96.7	7.7	3.3	26						0	11	8		0		0	15	15	75.6	85.2	88.6	93.4	62.8	73.8	73.3	78.9	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180320	3-20-2018	102741	CME 	00	102 	22821	7276	2123	0	5947	15476	0	6726	2830	594	0	780	0	20543	21803	2278	1018	171	-1000	0	0	37	2193	0	1298	-2378	236	-385	-25	0	186	26	-15	145	100	31.9	9.3	0	26.1	67.8	0	29.5	12.4	2.6	0	3.4	0	90	95.5	10	4.5	26			0	4		0	11	6		0		0	17	11	75.6	88.4	83.4	93.7	75.6	86.8	83.1	91.9	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180313	3-13-2018	102741	CME 	00	102 	22650	8276	2123	0	5910	13283	0	5428	5208	358	385	805	0	20357	21777	2293	873	422	0	-2	0	156	-48	0	456	1354	-478	-96	10	0	38	836	384	-414	100	36.5	9.4	0	26.1	58.6	0	24	23	1.6	1.7	3.6	0	89.9	96.1	10.1	3.9	27			0	4		0	7	9				0	15	13	75	82	84.9	92.8	75	80.4	84.8	91.2	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180306	3-6-2018	102741	CME 	00	102 	22228	8276	2125	0	5754	13331	0	4972	3854	836	481	795	0	20319	20941	1909	1287	-25116	7855	-17006	-7858	47	-1008	0	-23617	1932	-1582	-74	-10	0	-25229	-25532	113	416	100	37.2	9.6	0	25.9	60	0	22.4	17.3	3.8	2.2	3.6	0	91.4	94.2	8.6	5.8	24			0			0	6	7				0	15	11	76.4	85.1	87.2	92.6	76.4	82.3	85.1	89.3	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180227	2-27-2018	102741	CME 	00	102 	47344	421	19131	7858	5707	14339	0	28589	1922	2418	555	805	0	45548	46473	1796	871	11647	10	0	7855	39	1448	0	1821	30	2170	-260	20	-3	11632	11520	15	127	100	0.9	40.4	16.6	12.1	30.3	0	60.4	4.1	5.1	1.2	1.7	0	96.2	98.2	3.8	1.8	28						0	12	4				0	20	13	79.2	90.3	91.4	96	63.6	72.2	70.9	75.7	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180220	2-20-2018	102741	CME 	00	102 	35697	411	19131	3	5668	12891	0	26768	1892	248	815	785	3	33916	34953	1781	744	8126	202	0	0	61	8137	0	7355	-28	64	77	5	0	7759	8178	367	-52	100	1.2	53.6	0	15.9	36.1	0	75	5.3	0.7	2.3	2.2	0	95	97.9	5	2.1	30						0	13	4					21	14	78.8	91.7	88.1	96.3	78.4	91.7	87.7	96.3	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180213	2-13-2018	102741	CME 	00	102 	27571	209	19131	3	5607	4754	0	19413	1920	184	738	780	3	26157	26775	1414	796	2276	65	-612	0	-782	4754	0	3164	-2116	184	-17	20	0	2614	2230	-338	46	100	0.8	69.4	0	20.3	17.2	0	70.4	7	0.7	2.7	2.8	0	94.9	97.1	5.1	2.9	32						0	14	5					23	14	69.2	89.2	84.5	95.2	69.2	89.2	84.5	95.2	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180206	2-6-2018	102741	CME 	00	102 	25295	144	19743	3	6389	0	0	16249	4036	0	755	760	3	23543	24545	1752	750	-11406	144	7477	-8569	-5742	0	0	3277	-9826	-19	-465	-260	0	-11374	-11197	-32	-209	100	0.6	78.1	0	25.3	0	0	64.2	16	0	3	3	0	93.1	97	6.9	3	30				4	0	0	12	5	0				21	11	68.4	89.5	83	95.9	68.4	89.5	83	95.9	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180130	1-30-2018	102741	CME 	00	102 	36701	0	12266	8572	12131	0	0	12972	13862	19	1220	1020	3	34917	35742	1784	959	6096	0	-200	7422	-359	-223	0	327	-249	-1164	-136	110	3	6093	5699	3	397	100	0	33.4	23.4	33.1	0	0	35.3	37.8	0.1	3.3	2.8	0	95.1	97.4	4.9	2.6	35	0	4	4	4	0	0	9	10		5			23	18	66.9	82.7	86.1	91.1	56.2	61.6	65.9	67.8	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180123	1-23-2018	102741	CME 	00	102 	30605	0	12466	1150	12490	223	0	12645	14111	1183	1356	910	0	28824	30043	1781	562	-1270	-121	-1155	1100	-2583	0	0	631	-746	-351	2	-9	0	-1322	-1161	52	-109	100	0	40.7	3.8	40.8	0.7	0	41.3	46.1	3.9	4.4	3	0	94.2	98.2	5.8	1.8	36	0	4		4		0	9	10		5		0	21	19	70	80.6	84.7	89.5	70	74.3	80.3	82.3	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180116	1-16-2018	102741	CME 	00	102 	31875	121	13621	50	15073	223	0	12014	14857	1534	1354	919	0	30146	31204	1729	671	6169	121	6669	0	-481	0	0	6328	-596	169	-4	-1	0	6133	6241	36	-72	100	0.4	42.7	0.2	47.3	0.7	0	37.7	46.6	4.8	4.2	2.9	0	94.6	97.9	5.4	2.1	37		4		4		0	9	10		5		0	23	18	73.1	83.6	86.6	90.4	73.1	79	83.2	85.8	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180109	1-9-2018	102741	CME 	00	102 	25706	0	6952	50	15554	223	0	5686	15453	1365	1358	920	0	24013	24963	1693	743	6196	0	3407	-2575	8068	-316	0	96	5624	218	63	20	0	5870	6378	326	-182	100	0	27	0.2	60.5	0.9	0	22.1	60.1	5.3	5.3	3.6	0	93.4	97.1	6.6	2.9	36	0	4		4		0	9	10		5		0	22	18	72	77.4	83.9	86.3	72	72.6	80.7	81.6	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	180102	1-2-2018	102741	CME 	00	102 	19510	0	3545	2625	7486	539	0	5590	9829	1147	1295	900	0	18143	18585	1367	925	-1796	-211	1607	-1098	1980	-222	-42	-792	-706	-844	33	-24	0	-974	-1329	-822	-467	100	0	18.2	13.5	38.4	2.8	0	28.7	50.4	5.9	6.6	4.6	0	93	95.3	7	4.7	37	0	4		4		0	10	9		5		0	22	19	60	68.1	78.8	81.1	53.8	50.5	64.4	62.5	"(CONTRACTS OF BRL 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180410	4-10-2018	112741	CME 	00	112 	55938	3382	27484	0	8422	5373	28	37676	16954	847	336	671	0	50691	51357	5247	4581	8859	-240	4917	0	3148	-66	0	5700	4146	-182	166	115	0	8592	8930	267	-71	100	6	49.1	0	15.1	9.6	0	67.4	30.3	1.5	0.6	1.2	0	90.6	91.8	9.4	8.2	95	6	4	0	14	6		41	17			5	0	65	34	31.9	54.7	51.6	72	31.9	54.7	51.6	70.6	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180403	4-3-2018	112741	CME 	00	112 	47079	3622	22567	0	5274	5439	28	31976	12808	1029	170	556	0	42099	42427	4980	4652	351	649	39	0	-666	-9	0	273	259	99	9	6	0	364	394	-13	-43	100	7.7	47.9	0	11.2	11.6	0.1	67.9	27.2	2.2	0.4	1.2	0	89.4	90.1	10.6	9.9	87	6		0	12	6		35	21			4	0	56	35	31.6	61	49.1	72.7	31.6	59.5	49.1	71.2	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180327	3-27-2018	112741	CME 	00	112 	46728	2973	22528	0	5940	5448	28	31703	12549	930	161	550	0	41735	42033	4993	4695	2246	1031	-869	0	-1318	392	0	3024	2343	-29	-121	-103	0	2587	1734	-341	512	100	6.4	48.2	0	12.7	11.7	0.1	67.8	26.9	2	0.3	1.2	0	89.3	90	10.7	10	81	4		0	12	6		35	16			4	0	54	31	32.9	60.5	49.7	74.5	32.9	58.6	49.7	72.6	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180320	3-20-2018	112741	CME 	00	112 	44482	1942	23397	0	7258	5056	28	28679	10206	959	282	653	0	39148	40299	5334	4183	-22390	-16508	1302	-4127	-150	1450	0	-934	-20789	-128	-13	-7	0	-21860	-22299	-530	-91	100	4.4	52.6	0	16.3	11.4	0.1	64.5	22.9	2.2	0.6	1.5	0	88	90.6	12	9.4	82		5	0	12	6		33	16	6		5	0	53	36	37.8	61.6	54.7	73.1	37.8	60.3	54.7	71.1	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180313	3-13-2018	112741	CME 	00	112 	66872	18450	22095	4127	7408	3606	28	29613	30995	1087	295	660	0	61008	62598	5864	4274	7518	-89	221	3989	505	3	28	2336	2974	99	130	130	0	6998	7444	520	74	100	27.6	33	6.2	11.1	5.4	0	44.3	46.3	1.6	0.4	1	0	91.2	93.6	8.8	6.4	89	4	6		14	4		38	16			5	0	62	34	44.9	53.9	60	70.6	38.8	53.9	53.9	68.1	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180306	3-6-2018	112741	CME 	00	112 	59354	18539	21874	138	6903	3603	0	27277	28021	988	165	530	0	54010	55154	5344	4200	911	-344	3715	-51	-93	0	0	1696	-2092	-627	-220	-134	0	361	811	550	100	100	31.2	36.9	0.2	11.6	6.1	0	46	47.2	1.7	0.3	0.9	0	91	92.9	9	7.1	86	4	6		11	4	0	37	18	6		4	0	58	36	44.2	50.2	60.4	69.5	44.2	50.2	60.4	68.8	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180227	2-27-2018	112741	CME 	00	112 	58443	18883	18159	189	6996	3603	0	25581	30113	1615	385	664	0	53649	54343	4794	4100	3960	203	212	-2	649	401	0	1959	2527	1045	153	117	0	4007	4300	-47	-340	100	32.3	31.1	0.3	12	6.2	0	43.8	51.5	2.8	0.7	1.1	0	91.8	93	8.2	7	92	4	6		12	4	0	34	23	7		5	0	58	43	45.5	49.6	61	66.1	45.5	49.6	60.4	65.5	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180220	2-20-2018	112741	CME 	00	112 	54483	18680	17947	191	6347	3202	0	23622	27586	570	232	547	0	49642	50043	4841	4440	744	-423	-491	7	125	159	0	600	451	157	119	217	0	585	500	159	244	100	34.3	32.9	0.4	11.6	5.9	0	43.4	50.6	1	0.4	1	0	91.1	91.9	8.9	8.1	79	4	6		12		0	28	19	6		4	0	51	36	48.1	48.7	63.7	66.5	48.1	48.7	63.6	66	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180213	2-13-2018	112741	CME 	00	112 	53739	19103	18438	184	6222	3043	0	23022	27135	413	113	330	0	49057	49543	4682	4196	-1824	-849	979	13	-901	-506	0	268	-2446	-34	-35	16	0	-1538	-1978	-286	154	100	35.5	34.3	0.3	11.6	5.7	0	42.8	50.5	0.8	0.2	0.6	0	91.3	92.2	8.7	7.8	78	4	7		10		0	30	20	5			0	50	36	50.6	45.9	64.5	64.2	50.6	45.5	64.5	63.7	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180206	2-6-2018	112741	CME 	00	112 	55563	19952	17459	171	7123	3549	0	22754	29581	447	148	314	0	50595	51521	4968	4042	-220	-676	-789	7	955	290	0	-1104	-616	274	18	-301	0	-526	-1135	306	915	100	35.9	31.4	0.3	12.8	6.4	0	41	53.2	0.8	0.3	0.6	0	91.1	92.7	8.9	7.3	82	4	6		11	4	0	29	24	5			0	49	40	51.4	43.6	64.6	61.8	51.4	43.2	64.5	61.4	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180130	1-30-2018	112741	CME 	00	112 	55783	20628	18248	164	6168	3259	0	23858	30197	173	130	615	0	51121	52656	4662	3127	2409	-3481	4476	11	1631	-1075	0	5215	1071	-1339	20	226	0	2057	3370	352	-961	100	37	32.7	0.3	11.1	5.8	0	42.8	54.1	0.3	0.2	1.1	0	91.6	94.4	8.4	5.6	87	4	8		11	4	0	35	19	5		4	0	54	40	49.6	49.1	62.8	69.1	49.6	49.1	62.8	68.9	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180123	1-23-2018	112741	CME 	00	112 	53374	24109	13772	153	4537	4334	0	18643	29126	1512	110	389	0	49064	49286	4310	4088	6594	-1778	4540	0	-210	1017	0	7731	365	639	110	-111	0	6492	6450	102	144	100	45.2	25.8	0.3	8.5	8.1	0	34.9	54.6	2.8	0.2	0.7	0	91.9	92.3	8.1	7.7	87	6	5		9	6	0	31	26	7			0	51	45	51.2	43.7	64.2	61.9	51.2	43.7	64.2	61.8	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180116	1-16-2018	112741	CME 	00	112 	46780	25887	9232	153	4747	3317	0	10912	28761	873	0	500	0	42572	42836	4208	3944	1261	-2635	3919	152	1406	1372	0	1450	-3748	141	0	-145	0	514	1691	747	-430	100	55.3	19.7	0.3	10.1	7.1	0	23.3	61.5	1.9	0	1.1	0	91	91.6	9	8.4	87	6	4		10	7	0	29	27	6	0		0	49	46	54	37.9	66.5	59.1	54	37.9	66.5	59.1	"(CONTRACTS OF NZD 100,000)"	F15	Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE	180109	1-9-2018	112741	CME 	00	112 	45519	28522	5313	1	3341	1945	0	9462	32509	732	0	645	0	42058	41145	3461	4374	378	-2458	4752	1	1527	-165	-8	866	-4025	30	0	122	0	-42	707	420	-329	100	62.7	11.7	0	7.3	4.3	0	20.8	71.4	1.6	0	1.4	0	92.4	90.4	7.6	9.6	80	7	4		9	6	0	22	28	6	0		0	40	47	58	31.2	69.3	54.9	58	31.2	69.3	54.9	"(CONTRACTS OF NZD 100,000)"	F15	Combined
