Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110802	02-08-2011	095741	CME	00	095	130240	7485	82867	579	13490	1002	358	96190	41392	328	4083	1305	0	122513	127831	7727	2409	-7583	-448	-4729	6	-851	-300	358	-5424	-2598	-22	-672	-601	0	-7053	-7886	-530	303	100	5.7	63.6	0.4	10.4	0.8	0.3	73.9	31.8	0.3	3.1	1	0	94.1	98.2	5.9	1.8	108	6	12		11			56	11		7		0	84	29	44.8	68.4	58.8	84.3	44.8	68.1	58.8	83.8	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110726	26-07-2011	095741	CME	00	095	137823	7933	87596	573	14341	1302	0	101614	43990	350	4755	1906	0	129566	135717	8257	2106	2560	-806	1440	133	383	0	0	2948	1502	-275	69	-23	0	2452	2777	108	-217	100	5.8	63.6	0.4	10.4	0.9	0	73.7	31.9	0.3	3.5	1.4	0	94	98.5	6	1.5	114	7	15		9		0	57	14		7		0	85	34	42.3	66	56.9	82.7	42.3	65.8	56.9	82.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110719	19-07-2011	095741	CME	00	095	135263	8739	86156	440	13958	1302	0	98666	42488	625	4686	1929	0	127114	132940	8149	2323	-10511	1838	-8495	-10	176	0	-111	-12658	-2463	378	239	0	0	-10148	-10701	-363	190	100	6.5	63.7	0.3	10.3	1	0	72.9	31.4	0.5	3.5	1.4	0	94	98.3	6	1.7	115	9	13		9		0	57	14		8		0	87	33	42.5	65.7	57.4	82.1	42.5	65.5	57.4	81.8	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110712	12-07-2011	095741	CME	00	095	145774	6901	94651	450	13782	1302	111	111324	44951	247	4447	1929	0	137262	143641	8512	2133	20545	-2844	9569	6	171	0	0	22992	11495	0	234	-235	0	20559	20835	-14	-290	100	4.7	64.9	0.3	9.5	0.9	0.1	76.4	30.8	0.2	3.1	1.3	0	94.2	98.5	5.8	1.5	110	6	13		10			59	10		7		0	86	29	41.6	63.5	56.8	83.1	41.6	63.3	56.8	82.8	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110705	05-07-2011	095741	CME	00	095	125229	9745	85082	444	13611	1302	111	88332	33456	247	4213	2164	0	116703	122806	8526	2423	26299	-4184	16761	196	-886	200	57	27520	9178	0	1558	-146	0	24261	26246	2038	53	100	7.8	67.9	0.4	10.9	1	0.1	70.5	26.7	0.2	3.4	1.7	0	93.2	98.1	6.8	1.9	116	8	13		9			55	13		11	5	0	87	34	36.5	64.1	52.5	83.5	36.5	64	52.5	83.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110628	28-06-2011	095741	CME	00	095	98930	13929	68321	248	14497	1102	54	60812	24278	247	2655	2310	0	92442	96560	6488	2370	547	-541	4214	0	-168	300	0	23	-3858	-79	929	129	0	164	706	383	-159	100	14.1	69.1	0.3	14.7	1.1	0.1	61.5	24.5	0.2	2.7	2.3	0	93.4	97.6	6.6	2.4	105	9	10		8			46	16		8	6	0	74	35	42.4	64.3	58.7	81.5	42.4	64.3	58.7	81.5	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110621	21-06-2011	095741	CME	00	095	98383	14470	64107	248	14665	802	54	60789	28136	326	1726	2181	0	92278	95854	6105	2529	-11848	808	-13675	-106	651	400	-220	-11273	2326	-2	-822	-160	0	-10964	-11437	-884	-411	100	14.7	65.2	0.3	14.9	0.8	0.1	61.8	28.6	0.3	1.8	2.2	0	93.8	97.4	6.2	2.6	105	11	8		8			49	17		6	4	0	77	32	41.4	64	60.1	80.4	41.4	64	60.1	80.4	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110614	14-06-2011	095741	CME	00	095	110231	13662	77782	354	14014	402	274	72062	25810	328	2548	2341	0	103242	107291	6989	2940	-39836	6752	-38308	-7750	-1791	-1453	274	-26907	14126	-6610	-1499	42	0	-37531	-39679	-2305	-157	100	12.4	70.6	0.3	12.7	0.4	0.2	65.4	23.4	0.3	2.3	2.1	0	93.7	97.3	6.3	2.7	103	8	10		7			46	19		6	5	0	72	37	42.4	61.7	60.7	77.4	42.4	61.6	60.7	77.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110607	07-06-2011	095741	CME	00	095	150067	6910	116090	8104	15805	1855	0	98969	11684	6938	4047	2299	0	140773	146970	9294	3097	7537	712	-6000	7157	-181	112	0	-7368	-1933	6749	-178	-52	0	6891	6033	646	1504	100	4.6	77.4	5.4	10.5	1.2	0	65.9	7.8	4.6	2.7	1.5	0	93.8	97.9	6.2	2.1	119	7	13	4	8		0	59	13	10	8	4	0	89	44	32.5	67.5	47.8	79.5	32.5	64.5	44.9	76.5	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110531	31-05-2011	095741	CME	00	095	142530	6198	122090	947	15986	1743	0	106337	13617	189	4225	2351	0	133882	140937	8648	1593	-4880	533	-3572	560	538	75	0	-7870	-1196	-135	135	-214	0	-6239	-4482	1359	-398	100	4.3	85.7	0.7	11.2	1.2	0	74.6	9.6	0.1	3	1.6	0	93.9	98.9	6.1	1.1	122	8	13		10		0	64	10		11	4	0	95	33	38.3	72.3	51.6	84.9	38.3	72.1	51.6	84.7	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110524	24-05-2011	095741	CME	00	095	147410	5665	125662	387	15448	1668	0	114207	14813	324	4090	2565	0	140121	145419	7289	1991	-172	-2706	3583	89	-101	691	0	2917	-4405	75	-199	-227	0	75	-194	-247	22	100	3.8	85.2	0.3	10.5	1.1	0	77.5	10	0.2	2.8	1.7	0	95.1	98.6	4.9	1.4	122	8	15	4	10		0	59	11	4	11	4	0	94	36	41.9	70.8	57	83.3	41.9	70.6	57	83.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110517	17-05-2011	095741	CME	00	095	147582	8371	122079	298	15549	977	0	111290	19218	249	4289	2792	0	140046	145613	7536	1969	-10804	3885	-5873	-12	-781	-466	-45	-11345	-4153	-112	-1513	-219	0	-9923	-10880	-881	76	100	5.7	82.7	0.2	10.5	0.7	0	75.4	13	0.2	2.9	1.9	0	94.9	98.7	5.1	1.3	123	8	15		9		0	56	14		14	4	0	91	37	42	69.3	58.1	81.8	42	69.1	58.1	81.6	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110510	10-05-2011	095741	CME	00	095	158386	4486	127952	310	16330	1443	45	122635	23371	361	5802	3011	0	149969	156493	8417	1893	-4577	3299	-3027	50	-639	-300	0	-6131	-1490	246	-1110	0	0	-4285	-4521	-292	-56	100	2.8	80.8	0.2	10.3	0.9	0	77.4	14.8	0.2	3.7	1.9	0	94.7	98.8	5.3	1.2	130	7	15	4	9			66	12	4	15	4	0	102	37	39.8	67.9	55.1	81.5	39.8	67.8	55.1	81.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110503	03-05-2011	095741	CME	00	095	162963	1187	130979	260	16969	1743	45	128766	24861	115	6912	3011	0	154254	161014	8709	1949	-8014	468	-4978	19	-232	150	-70	-7274	-3121	-103	-800	29	0	-7992	-8074	-22	60	100	0.7	80.4	0.2	10.4	1.1	0	79	15.3	0.1	4.2	1.8	0	94.7	98.8	5.3	1.2	127	6	16		9			67	10		13	4	0	97	33	38.1	68.3	53.4	81.3	38.1	68.1	53.4	81.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110426	26-04-2011	095741	CME	00	095	170977	719	135957	241	17201	1593	115	136040	27982	218	7712	2982	0	162246	169088	8731	1889	-3322	9	-734	22	214	150	0	-3170	-2230	1	-399	25	0	-3323	-2766	1	-556	100	0.4	79.5	0.1	10.1	0.9	0.1	79.6	16.4	0.1	4.5	1.7	0	94.9	98.9	5.1	1.1	130	5	17		10			62	17		13	4	0	93	41	46.1	65.2	59.9	79.3	46.1	65	59.9	79.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110419	19-04-2011	095741	CME	00	095	174299	710	136691	219	16987	1443	115	139210	30212	217	8111	2957	0	165569	171854	8730	2445	7680	-167	2849	16	-24	0	115	8233	4624	137	-1103	-390	0	7207	7351	473	329	100	0.4	78.4	0.1	9.7	0.8	0.1	79.9	17.3	0.1	4.7	1.7	0	95	98.6	5	1.4	130	5	17		10			59	20		13	4	0	90	44	45.8	63.9	59.9	77.8	45.8	63.8	59.9	77.7	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110412	12-04-2011	095741	CME	00	095	166619	877	133842	203	17011	1443	0	130977	25588	80	9214	3347	0	158362	164503	8257	2116	7794	386	6511	-3	1122	145	0	5280	-177	-8	1238	770	0	8015	7238	-221	556	100	0.5	80.3	0.1	10.2	0.9	0	78.6	15.4	0	5.5	2	0	95	98.7	5	1.3	129	5	17		10		0	63	12		15	5	0	95	36	41.4	65.6	57.2	80.2	41.4	65.4	57.2	80.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110405	05-04-2011	095741	CME	00	095	158825	491	127331	206	15889	1298	0	125697	25765	88	7976	2577	0	150347	157265	8478	1560	29464	-3298	21332	206	-1049	1055	0	30452	6917	-229	3090	225	0	29172	29506	292	-42	100	0.3	80.2	0.1	10	0.8	0	79.1	16.2	0.1	5	1.6	0	94.7	99	5.3	1	123		16		9		0	64	10		14	4	0	92	34	37	65.3	53.8	80.5	37	65.1	53.8	80.4	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110329	29-03-2011	095741	CME	00	095	129361	3789	105999	0	16938	243	0	95245	18848	317	4886	2352	0	121175	127759	8186	1602	2286	-1939	2200	0	655	0	0	3076	873	0	531	0	0	2323	3073	-37	-787	100	2.9	81.9	0	13.1	0.2	0	73.6	14.6	0.2	3.8	1.8	0	93.7	98.8	6.3	1.2	107	5	12	0	10		0	57	9		10		0	83	26	34.8	71.1	53.5	85.9	34.8	71	53.5	85.8	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110322	22-03-2011	095741	CME	00	095	127075	5728	103799	0	16283	243	0	92169	17975	317	4355	2352	0	118852	124686	8223	2389	-34286	5030	-25682	-104	712	0	-58	-38404	-8365	86	-1998	-125	0	-34736	-34248	450	-38	100	4.5	81.7	0	12.8	0.2	0	72.5	14.1	0.2	3.4	1.9	0	93.5	98.1	6.5	1.9	109	4	12	0	9		0	58	12		10		0	82	29	35.7	71.7	54.7	86.2	35.7	71.6	54.7	86.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110315	15-03-2011	095741	CME	00	095	161361	698	129481	104	15571	243	58	130573	26340	231	6353	2477	0	153588	158934	7773	2427	3586	-1222	7546	-2895	-1224	0	58	14029	3029	-5227	743	98	0	4262	2609	-676	977	100	0.4	80.2	0.1	9.6	0.2	0	80.9	16.3	0.1	3.9	1.5	0	95.2	98.5	4.8	1.5	121	5	15		9			65	11		11	4	0	92	33	45.4	64.9	59.8	81.4	45.4	64.8	59.8	81.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110308	08-03-2011	095741	CME	00	095	157775	1920	121935	2999	16795	243	0	116544	23311	5458	5610	2379	0	149326	156325	8449	1450	22954	-2898	14437	2947	103	-182	0	16091	1450	4625	973	-53	0	21841	23224	1113	-270	100	1.2	77.3	1.9	10.6	0.2	0	73.9	14.8	3.5	3.6	1.5	0	94.6	99.1	5.4	0.9	125	6	16	4	10		0	65	11	9	8	4	0	100	38	39.7	54.8	54.3	76.4	39.7	54.8	54.3	74.6	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110301	01-03-2011	095741	CME	00	095	134821	4818	107498	52	16692	425	0	100453	21861	833	4637	2432	0	127485	133101	7336	1720	-15034	3128	-6676	1	-498	0	0	-15844	-7944	-193	-724	515	0	-14130	-14297	-904	-737	100	3.6	79.7	0	12.4	0.3	0	74.5	16.2	0.6	3.4	1.8	0	94.6	98.7	5.4	1.3	117	7	14		8		0	59	12	5	8	6	0	87	37	46.5	59.5	60.1	80.2	46.5	59.5	60.1	80.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110222	22-02-2011	095741	CME	00	095	149855	1690	114174	51	17190	425	0	116297	29805	1026	5361	1917	0	141615	147398	8240	2457	-19	360	3958	0	121	4	0	-1207	15029	-229	128	-19323	0	-827	-561	808	542	100	1.1	76.2	0	11.5	0.3	0	77.6	19.9	0.7	3.6	1.3	0	94.5	98.4	5.5	1.6	121	6	15		8		0	63	12	4	10	4	0	91	35	46.5	60.5	59.2	80.4	46.5	60.5	59.2	80.2	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110215	15-02-2011	095741	CME	00	095	149874	1330	110216	51	17069	421	0	117504	14776	1255	5233	21240	0	142442	147959	7432	1915	-1997	24	-9338	0	-187	178	0	-1263	-733	914	-879	6602	0	-1391	-2377	-606	380	100	0.9	73.5	0	11.4	0.3	0	78.4	9.9	0.8	3.5	14.2	0	95	98.7	5	1.3	121	5	14		8		0	64	13		9	6	0	90	35	47.7	59.3	60.1	79.2	47.7	59.3	60.1	78.8	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110208	08-02-2011	095741	CME	00	095	151871	1306	119554	51	17256	243	0	118767	15509	341	6112	14638	0	143833	150336	8038	1535	137	-367	2072	0	190	0	0	-213	-2502	219	329	125	0	158	-86	-21	223	100	0.9	78.7	0	11.4	0.2	0	78.2	10.2	0.2	4	9.6	0	94.7	99	5.3	1	119	4	16		11		0	61	10		10	6	0	89	33	44.7	56.1	58.7	78.5	44.7	56.1	58.7	78.4	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110201	01-02-2011	095741	CME	00	095	151734	1673	117482	51	17066	243	0	118980	18011	122	5783	14513	0	143675	150422	8059	1312	8948	338	5997	0	-203	243	0	8500	3013	-30	520	-5	0	9125	9218	-177	-270	100	1.1	77.4	0	11.2	0.2	0	78.4	11.9	0.1	3.8	9.6	0	94.7	99.1	5.3	0.9	118	5	17		11		0	59	10		10	5	0	88	33	42.6	55.5	56.7	77.3	42.6	55.5	56.7	77.2	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110125	25-01-2011	095741	CME	00	095	142786	1335	111485	51	17269	0	0	110480	14998	152	5263	14518	0	134550	141204	8236	1582	7544	-43	6877	0	514	-310	0	7187	1249	62	123	-36	0	7843	7842	-299	-298	100	0.9	78.1	0	12.1	0	0	77.4	10.5	0.1	3.7	10.2	0	94.2	98.9	5.8	1.1	119	5	16		9	0	0	63	10		11	5	0	91	32	44.3	59.4	59.5	80.4	44.3	59.4	59.5	80.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110118	18-01-2011	095741	CME	00	095	135242	1378	104608	51	16755	310	0	103293	13749	90	5140	14554	0	126707	133362	8535	1880	7325	-43	8279	-487	-81	310	-133	7021	-1109	-89	925	32	0	7113	6803	212	522	100	1	77.3	0	12.4	0.2	0	76.4	10.2	0.1	3.8	10.8	0	93.7	98.6	6.3	1.4	113	5	16		8		0	56	11		11	5	0	82	33	45.3	61.1	61	79.8	45.3	61.1	61	79.7	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110111	11-01-2011	095741	CME	00	095	127917	1421	96329	538	16836	0	133	96272	14858	179	4215	14522	0	119594	126559	8323	1358	9131	-1145	7388	299	-545	0	-7	10030	1378	89	-80	160	0	8641	9307	490	-176	100	1.1	75.3	0.4	13.2	0	0.1	75.3	11.6	0.1	3.3	11.4	0	93.5	98.9	6.5	1.1	123	5	16		9	0		62	14		11	6	0	90	39	41.4	63.8	57.8	83.4	41.4	63.8	57.8	83.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	110104	04-01-2011	095741	CME	00	095	118786	2566	88941	239	17381	0	140	86242	13480	90	4295	14362	0	110953	117252	7833	1534	-6446	-1242	-9504	72	-937	0	-5	-6093	-2524	0	975	5180	0	-7230	-6781	784	335	100	2.2	74.9	0.2	14.6	0	0.1	72.6	11.3	0.1	3.6	12.1	0	93.4	98.7	6.6	1.3	108	6	13		9	0		53	12		9	6	0	79	34	45.4	65.1	61.4	85.2	45.4	65.1	61.4	85.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	111004	04-10-2011	102741	CME	00	102	32190	23547	8269	5136	200	428	414	2434	1840	0	0	15138	0	31731	31225	459	965	-2807	-7525	-7988	5070	0	275	-274	69	147	0	-117	0	0	-2777	-2770	-30	-37	100	73.2	25.7	16	0.6	1.3	1.3	7.6	5.7	0	0	47	0	98.6	97	1.4	3	20	6	4						4	0	0		0	11	11	87.7	84.4	97	94.7	71.8	71.8	80.4	79	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110927	27-09-2011	102741	CME	00	102	34997	31072	16257	66	200	153	688	2365	1693	0	117	15138	0	34508	33995	489	1002	-1764	-801	-1858	0	-900	153	688	-233	-760	-3	-205	0	0	-1454	-1780	-310	16	100	88.8	46.5	0.2	0.6	0.4	2	6.8	4.8	0	0.3	43.3	0	98.6	97.1	1.4	2.9	21	6	4						4	0			0	12	11	87.8	87.8	96.8	96.3	87.6	87.8	95.2	94.3	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110913	13-09-2011	102741	CME	00	102	36761	31873	18115	66	1100	0	0	2598	2453	3	322	15138	0	35962	35775	799	986	2805	1438	675	0	10	0	0	1282	1572	-13	0	0	0	2717	2234	88	571	100	86.7	49.3	0.2	3	0	0	7.1	6.7	0	0.9	41.2	0	97.8	97.3	2.2	2.7	20	4	4			0	0	5					0	13	9	86.9	90.4	95.7	97.1	86.7	90.4	95.5	97.1	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110906	06-09-2011	102741	CME	00	102	33956	30435	17440	66	1090	0	0	1316	881	16	322	15138	0	33245	33541	711	415	-5455	2243	-2380	-3811	22	0	0	-821	649	-272	-101	2510	-2510	-5250	-5814	-205	359	100	89.6	51.4	0.2	3.2	0	0	3.9	2.6	0	0.9	44.6	0	97.9	98.8	2.1	1.2	20	4	5			0	0	5					0	14	9	92.3	94.7	95.6	98.6	92.1	94.7	95.4	98.5	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110830	30-08-2011	102741	CME	00	102	39411	28192	19820	3877	1068	0	0	2137	232	288	423	12628	2510	38495	39355	916	56	11673	10008	10371	1235	6	0	0	125	11	285	-51	0	0	11608	11902	65	-229	100	71.5	50.3	9.8	2.7	0	0	5.4	0.6	0.7	1.1	32	6.4	97.7	99.9	2.3	0.1	22	4	6	4		0	0	7						18	11	83.1	88.1	91.7	98.5	73	78.3	77.6	82.9	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110823	23-08-2011	102741	CME	00	102	27738	18184	9449	2642	1062	0	0	2012	221	3	474	12628	2510	26887	27453	851	285																		100	65.6	34.1	9.5	3.8	0	0	7.3	0.8	0	1.7	45.5	9	96.9	99	3.1	1	21	5	5			0	0	6						17	8	81.6	88.6	90.8	99	67.1	74.5	73.8	80.4	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110802	02-08-2011	102741	CME	00	102	20722	12000	7870	66	2330	0	0	4172	363	19	575	12149	0	19162	20467	1560	255	90	0	18	0	11	0	0	-31	35	2	0	0	0	-18	55	108	35	100	57.9	38	0.3	11.2	0	0	20.1	1.8	0.1	2.8	58.6	0	92.5	98.8	7.5	1.2	21		6			0	0	7					0	14	10	80.4	90.1	88.8	97.8	80.1	90.1	88.5	97.8	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110726	26-07-2011	102741	CME	00	102	20632	12000	7852	66	2319	0	0	4203	328	17	575	12149	0	19180	20412	1452	220	2588	1755	776	0	0	0	0	926	49	0	20	1750	0	2701	2575	-113	13	100	58.2	38.1	0.3	11.2	0	0	20.4	1.6	0.1	2.8	58.9	0	93	98.9	7	1.1	22		6			0	0	8					0	15	10	80.5	90.3	88.7	98	80.2	90.3	88.4	97.9	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110719	19-07-2011	102741	CME	00	102	18044	10245	7076	66	2319	0	0	3277	279	17	555	10399	0	16479	17837	1565	207	-19834	-19232	-19946	0	-6	0	0	-748	-124	0	30	300	0	-19956	-19770	122	-64	100	56.8	39.2	0.4	12.9	0	0	18.2	1.5	0.1	3.1	57.6	0	91.3	98.9	8.7	1.1	22		6			0	0	8					0	15	10	77.2	89.3	86.5	97.8	76.8	89.3	86.1	97.7	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110712	12-07-2011	102741	CME	00	102	37878	29477	27022	66	2325	0	0	4025	403	17	525	10099	0	36435	37607	1443	271	-290	0	-511	0	14	0	0	-334	265	6	32	1	0	-282	-239	-8	-51	100	77.8	71.3	0.2	6.1	0	0	10.6	1.1	0	1.4	26.7	0	96.2	99.3	3.8	0.7	22		6			0	0	8					0	15	10	89.5	89.8	93.9	98.8	89.4	89.8	93.7	98.7	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110705	05-07-2011	102741	CME	00	102	38168	29477	27533	66	2311	0	0	4359	138	11	493	10098	0	36717	37846	1451	322	-476	2417	2016	-2417	200	0	0	1697	-2	0	20	2417	-2417	-500	-403	24	-73	100	77.2	72.1	0.2	6.1	0	0	11.4	0.4	0	1.3	26.5	0	96.2	99.2	3.8	0.8	22		6			0	0	9					0	15	9	88.8	90.5	93.3	99	88.6	90.5	93.1	99	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110628	28-06-2011	102741	CME	00	102	38644	27060	25517	2483	2111	0	0	2662	140	11	473	7681	2417	37217	38249	1427	395	139	0	43	0	0	0	0	81	7	0	40	-135	0	121	-85	18	224	100	70	66	6.4	5.5	0	0	6.9	0.4	0	1.2	19.9	6.3	96.3	99	3.7	1	20		5			0	0	8						15	9	88.2	90.3	92.8	98.8	77.2	82.9	81	86.3	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	110621	21-06-2011	102741	CME	00	102	38505	27060	25474	2483	2111	0	0	2581	133	11	433	7816	2417	37096	38334	1409	171	-91	0	-102	0	17	0	0	-101	3	-2	10	10	0	-76	-91	-15	0	100	70.3	66.2	6.4	5.5	0	0	6.7	0.3	0	1.1	20.3	6.3	96.3	99.6	3.7	0.4	20		5			0	0	7						14	10	88.5	90.6	93.1	99	77.4	83.1	81.3	86.8	"(CONTRACTS OF BRL 100,000)"	F15	Combined
