Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150616	6/16/2015	095741	CME 	00	095 	133959	50852	45770	135	50959	2657	17	23957	66657	1125	2408	11106	33	129486	127500	4473	6459	-45302	-3410	-3536	-6954	-2726	-333	0	-323	118	-32407	-319	-184	-579	-46718	-43876	1417	-1426	100	38	34.2	0.1	38	2	0	17.9	49.8	0.8	1.8	8.3	0	96.7	95.2	3.3	4.8	113	5	8		5	6		19	50	11	10	10		46	82	78.3	38.6	85.6	57.3	78.3	38.6	85.6	57.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150609	6/9/2015	095741	CME	00	095	179261	54262	49306	7089	53685	2990	17	24280	66539	33532	2727	11290	612	176204	171375	3057	7885	26066	1785	13672	1135	18407	389	17	-4228	1218	8614	438	-590	386	26554	24840	-488	1226	100	30.3	27.5	4	29.9	1.7	0	13.5	37.1	18.7	1.5	6.3	0.3	98.3	95.6	1.7	4.4	127	7	8		5	6		18	56	17	12	13		58	92	64.7	30.2	80.6	52.3	60.5	24.4	66	41.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150602	6/2/2015	095741	CME	00	095	153194	52476	35634	5954	35278	2601	0	28508	65321	24918	2289	11880	227	149650	146535	3544	6659	23753	-518	7535	-3495	24869	-168	0	9123	24575	-6457	-693	1264	170	22998	23424	755	329	100	34.3	23.3	3.9	23	1.7	0	18.6	42.6	16.3	1.5	7.8	0.1	97.7	95.7	2.3	4.3	117	7	8		5	6	0	22	39	13	10	16		58	78	65.1	33.3	79.8	54.5	58.5	26.6	66.1	43.9	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150526	5/26/2015	095741	CME	00	095	129442	52995	28099	9449	10409	2769	0	19385	40746	31375	2982	10616	57	126652	123112	2789	6330	1657	1417	-1394	160	766	261	-10	-410	1607	186	63	82	-114	2057	778	-399	879	100	40.9	21.7	7.3	8	2.1	0	15	31.5	24.2	2.3	8.2	0	97.8	95.1	2.2	4.9	116	10	7	4	4	7	0	21	41	15	13	10		60	77	58.3	36.5	72.8	57	46	25.6	52.1	40.8	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150519	5/19/2015	095741	CME	00	095	127784	51578	29493	9290	9643	2508	10	19795	39139	31190	2919	10534	171	124596	122334	3189	5451	-8031	1305	-4737	3431	-519	194	0	-10630	-5686	-1070	-511	572	77	-7916	-7218	-115	-813	100	40.4	23.1	7.3	7.5	2	0	15.5	30.6	24.4	2.3	8.2	0.1	97.5	95.7	2.5	4.3	114	8	9	4	4	6		22	37	15	15	9		63	74	59.2	36.9	72.6	58.6	46	26	51.9	43.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150512	5/12/2015	095741	CME	00	095	135815	50273	34230	5858	10162	2314	10	30425	44824	32259	3430	9962	94	132511	129551	3304	6264	-11042	-89	1277	-432	-23171	-270	0	10305	-12766	1929	799	-546	10	-10650	-10799	-392	-243	100	37	25.2	4.3	7.5	1.7	0	22.4	33	23.8	2.5	7.3	0.1	97.6	95.4	2.4	4.6	112	6	10		4	5		24	39	11	12	10		58	71	56.5	36.3	72.2	57.7	46	25.9	53.4	43.4	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150505	5/5/2015	095741	CME	00	095	146858	50362	32953	6290	33333	2584	10	20120	57590	30331	2631	10508	84	143162	140350	3696	6507	8009	-291	-5887	1469	23305	377	0	-15853	12441	382	-374	356	-1016	7622	8122	387	-113	100	34.3	22.4	4.3	22.7	1.8	0	13.7	39.2	20.7	1.8	7.2	0.1	97.5	95.6	2.5	4.4	121	7	9	4	6	6		20	47	13	11	12		59	83	63.9	37.3	76.8	55.8	54	26.8	59.9	42.8	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150428	4/28/2015	095741	CME	00	095	138849	50653	38840	4821	10028	2207	10	35973	45149	29949	3005	10152	1101	135539	132228	3310	6620	20388	-135	-9173	4802	723	-110	0	-11981	-1272	25843	102	-656	1006	20361	20440	28	-51	100	36.5	28	3.5	7.2	1.6	0	25.9	32.5	21.6	2.2	7.3	0.8	97.6	95.2	2.4	4.8	120	7	10		5	5		30	37	15	12	11	4	68	74	58.8	37.7	72.4	58.9	47.7	29.8	55.8	47.5	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150421	4/21/2015	095741	CME	00	095	118460	50788	48013	19	9305	2317	10	47954	46421	4105	2903	10809	95	115179	111789	3282	6672	-12408	860	-20728	0	2066	-37	-1	-13907	7313	7	-1171	761	-7	-12154	-12692	-254	285	100	42.9	40.5	0	7.9	2	0	40.5	39.2	3.5	2.5	9.1	0.1	97.2	94.4	2.8	5.6	125	7	11		6	6		25	42	10	11	17	4	59	82	61.5	41.9	74.2	63.1	61.4	41.9	74	63.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150414	4/14/2015	095741	CME	00	095	130868	49928	68741	19	7239	2354	11	61861	39108	4099	4074	10048	102	127332	124481	3535	6387	-20570	-166	-7746	17	-43865	-39	0	21625	-12909	-606	2326	212	-78	-20747	-21150	177	580	100	38.2	52.5	0	5.5	1.8	0	47.3	29.9	3.1	3.1	7.7	0.1	97.3	95.1	2.7	4.9	115	7	11		4	5		24	40	10	11	13		56	74	63.9	45.6	74.3	64.9	63.9	45.6	73.9	64.9	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150407	4/7/2015	095741	CME	00	095	151438	50094	76487	3	51104	2393	11	40236	52016	4705	1748	9836	179	148080	145631	3358	5807	-6652	-5529	3067	1	44	-219	0	-966	-8550	-3	-165	238	60	-6558	-5406	-94	-1247	100	33.1	50.5	0	33.7	1.6	0	26.6	34.3	3.1	1.2	6.5	0.1	97.8	96.2	2.2	3.8	118	7	12		5	5		24	43	7	9	13		53	76	75.2	42.3	83.4	61.2	75.2	42.3	82.7	61.2	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150331	3/31/2015	095741	CME	00	095	158090	55623	73420	2	51060	2612	11	41202	60566	4708	1913	9598	119	154638	151036	3453	7054	7369	180	12023	-1188	-71	258	-211	8378	-3298	-324	-54	88	-5	6704	7342	665	26	100	35.2	46.4	0	32.3	1.7	0	26.1	38.3	3	1.2	6.1	0.1	97.8	95.5	2.2	4.5	117	7	12		4	5		18	51	10	9	11		48	83	76	39.2	84.2	57.7	76	39.2	84.1	57.7	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150324	3/24/2015	095741	CME	00	095	150722	55444	61397	1190	51131	2354	222	32824	63864	5032	1967	9510	125	147934	143694	2788	7027	15351	-227	12365	190	-966	-617	222	12148	-42	4546	-1042	-479	124	14996	16309	355	-959	100	36.8	40.7	0.8	33.9	1.6	0.1	21.8	42.4	3.3	1.3	6.3	0.1	98.2	95.3	1.8	4.7	114	7	12		4	6		16	53	11	9	7		48	82	77.9	35.2	85.6	55.2	77.9	35.2	84.6	54.5	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150317	3/17/2015	095741	CME	00	095	135371	55670	49032	1000	52097	2971	0	20676	63907	486	3009	9989	0	132939	127385	2433	7986	-49863	206	-18210	-9826	1260	-159	-375	-7808	10846	-31928	-88	-189	-725	-49284	-50566	-579	703	100	41.1	36.2	0.7	38.5	2.2	0	15.3	47.2	0.4	2.2	7.4	0	98.2	94.1	1.8	5.9	126	6	10		4	6	0	19	57	7	10	14		46	89	77.9	31.4	85.3	51.6	77.9	30.7	85.3	50.8	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150310	3/10/2015	095741	CME	00	095	185235	55464	67242	10826	50837	3130	375	28484	53061	32413	3097	10178	726	182223	177951	3012	7283	6880	24	6863	9507	-1254	614	375	80	-10555	-1284	-615	936	558	7392	7015	-512	-135	100	29.9	36.3	5.8	27.4	1.7	0.2	15.4	28.6	17.5	1.7	5.5	0.4	98.4	96.1	1.6	3.9	134	5	11	4	4	7		26	53	16	10	15		60	97	63.8	32	77.7	56.7	57.7	32	64.2	49.9	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150303	3/3/2015	095741	CME	00	095	178354	55440	60379	1319	52091	2516	0	28404	63616	33697	3712	9242	167	174831	170936	3524	7418	-2473	-14	5089	-25	444	-22	-342	-2337	-7115	-463	629	-443	125	-1983	-3196	-490	723	100	31.1	33.9	0.7	29.2	1.4	0	15.9	35.7	18.9	2.1	5.2	0.1	98	95.8	2	4.2	122	4	13	4		6	0	24	50	14	10	9		53	89	70.4	38.1	81.1	60	61	34.6	67.7	51.6	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150224	2/24/2015	095741	CME	00	095	180828	55454	55290	1345	51647	2538	342	30741	70731	34160	3083	9685	42	176814	174132	4014	6695	4769	342	-1709	364	26	-583	-152	6102	8523	-1659	-564	384	-158	4301	5010	468	-241	100	30.7	30.6	0.7	28.6	1.4	0.2	17	39.1	18.9	1.7	5.4	0	97.8	96.3	2.2	3.7	119	5	12			6		24	45	13	12	9		52	86	70	37.3	80.2	59.1	60.7	32.4	67.1	51.7	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150217	2/17/2015	095741	CME	00	095	176058	55112	56999	980	51621	3121	494	24639	62208	35819	3647	9301	200	172513	169123	3545	6936	945	-143	7056	77	-161	218	0	2400	-2845	-3460	1302	22	194	209	1262	736	-317	100	31.3	32.4	0.6	29.3	1.8	0.3	14	35.3	20.3	2.1	5.3	0.1	98	96.1	2	3.9	118	6	12	4		7		23	43	12	12	9	4	53	86	72.2	37.3	81.2	58.1	60.5	31.4	66.6	50.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150210	2/10/2015	095741	CME	00	095	175113	55255	49943	903	51782	2903	494	22239	65053	39279	2345	9279	6	172304	167860	2809	7253	13361	-9	-3613	2	-463	588	210	1411	2766	12653	-49	-260	6	13762	12353	-401	1008	100	31.6	28.5	0.5	29.6	1.7	0.3	12.7	37.1	22.4	1.3	5.3	0	98.4	95.9	1.6	4.1	122	5	11		4	7		25	50	13	9	8		51	88	73	38.2	80.7	57.3	60	30.8	65	47	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150203	2/3/2015	095741	CME	00	095	161752	55264	53555	901	52245	2315	284	20828	62287	26626	2394	9539	0	158541	155507	3211	6245	8303	225	-6069	667	-2860	-550	284	-3150	68	13188	105	718	-121	8338	8185	-36	117	100	34.2	33.1	0.6	32.3	1.4	0.2	12.9	38.5	16.5	1.5	5.9	0	98	96.1	2	3.9	121	5	12		5	5		23	50	12	10	9	0	51	85	74.7	42.2	82.5	61.7	64.6	36.5	70.6	54.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150127	1/27/2015	095741	CME	00	095	153449	55039	59624	234	55105	2865	0	23977	62219	13438	2289	8821	121	150203	147322	3246	6127	4427	20	2789	8	-321	355	0	8515	5628	-3194	-565	-202	-149	4314	5235	113	-808	100	35.9	38.9	0.2	35.9	1.9	0	15.6	40.5	8.8	1.5	5.7	0.1	97.9	96	2.1	4	114	4	11		4	6	0	25	46	9	10	6		48	77	76.2	41	84.2	64.6	70.1	41	77.2	60.5	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150120	1/20/2015	095741	CME	00	095	149022	55019	56835	226	55426	2510	0	15462	56591	16632	2854	9023	270	145889	142087	3133	6935	17513	13	8264	-2	-330	-781	0	900	-4433	15334	1077	-713	270	17263	17939	251	-426	100	36.9	38.1	0.2	37.2	1.7	0	10.4	38	11.2	1.9	6.1	0.2	97.9	95.3	2.1	4.7	114	4	11		4	5	0	17	53	12	13	6		47	81	78.3	39.3	86.5	63.3	72	39.3	78.1	59.2	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150113	1/13/2015	095741	CME	00	095	131509	55006	48571	228	55756	3291	0	14562	61024	1298	1776	9736	0	128626	124147	2883	7361	-464	1581	11020	-83	-396	-50	0	-1459	-11846	328	-204	294	-9	-243	-347	-221	-117	100	41.8	36.9	0.2	42.4	2.5	0	11.1	46.4	1	1.4	7.4	0	97.8	94.4	2.2	5.6	113	4	11		4	4	0	21	50	10	9	9	0	43	81	81.9	39	88.7	61.3	81.9	39	88.7	61.3	"(CONTRACTS OF MXN 500,000)"	F15	Combined
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE	150106	1/6/2015	095741	CME	00	095	131973	53425	37551	311	56152	3341	0	16021	72870	970	1980	9442	9	128869	124494	3104	7478	1674	121	-1876	4	-244	-260	0	2691	1404	12	-136	2238	2	2451	1525	-776	150	100	40.5	28.5	0.2	42.5	2.5	0	12.1	55.2	0.7	1.5	7.2	0	97.6	94.3	2.4	5.7	113	4	9		4	4	0	21	54	6	10	7		44	78	81.9	39.8	88.6	62.1	81.9	39.8	88.6	62.1	"(CONTRACTS OF MXN 500,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151229	12/29/2015	102741	CME 	00	102 	29333	0	16864	3406	4646	0	0	12697	1911	734	3198	1307	3768	28449	27990	884	1343	8791	0	3577	3006	429	0	0	832	-1948	699	-97	-230	3768	8637	8872	154	-81	100	0	57.5	11.6	15.8	0	0	43.3	6.5	2.5	10.9	4.5	12.8	97	95.4	3	4.6	24	0				0	0	8	7					12	16	63.1	83.8	91.8	91.2	46.9	61.2	67.7	66.2	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151222	12/22/2015	102741	CME 	00	102 	20542	0	13287	400	4217	0	0	11865	3859	35	3295	1537	0	19812	19118	730	1424	835	0	749	0	-288	0	0	-409	-243	15	1625	346	0	943	867	-108	-32	100	0	64.7	1.9	20.5	0	0	57.8	18.8	0.2	16	7.5	0	96.4	93.1	3.6	6.9	28	0	4			0	0	7	9			4	0	12	19	69.9	77.4	92.5	86.1	69.8	76.4	92.3	84.1	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151215	12/15/2015	102741	CME 	00	102 	19707	0	12538	400	4505	0	0	12274	4102	20	1670	1191	0	18869	18251	838	1456	-1662	-1806	122	-4	-130	0	0	-1072	-1959	15	1352	120	0	-1645	-1706	-17	44	100	0	63.6	2	22.9	0	0	62.3	20.8	0.1	8.5	6	0	95.7	92.6	4.3	7.4	21	0				0	0	5	6				0	9	15	80.9	81.2	95.2	89.3	80.9	81.2	93.6	88.1	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151208	12/8/2015	102741	CME 	00	102 	21369	1806	12416	404	4635	0	0	13346	6061	5	318	1071	0	20514	19957	855	1412	-22896	-11490	-1816	-10029	-453	0	0	3618	-5818	-4556	318	-297	-6	-22598	-22522	-298	-374	100	8.5	58.1	1.9	21.7	0	0	62.5	28.4	0	1.5	5	0	96	93.4	4	6.6	24					0	0	5	9				0	11	16	78.7	80	93.4	88.8	78.6	80	92.9	88.3	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151201	12/1/2015	102741	CME 	00	102 	44265	13296	14232	10433	5088	0	0	9728	11879	4561	0	1368	6	43112	42479	1153	1786	13722	-400	-915	8121	796	0	0	633	1558	4332	0	131	6	13488	13233	234	489	100	30	32.2	23.6	11.5	0	0	22	26.8	10.3	0	3.1	0	97.4	96	2.6	4	26		4			0	0		12		0	4		12	21	71	68.8	93.5	87.4	58.8	40.6	63.5	54.5	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151124	11/24/2015	102741	CME 	00	102 	30543	13696	15147	2312	4292	0	0	9095	10321	229	0	1237	0	29624	29246	919	1297	3958	-883	1349	2307	499	0	0	1923	516	167	0	-346	0	4013	3993	-55	-35	100	44.8	49.6	7.6	14.1	0	0	29.8	33.8	0.7	0	4	0	97	95.8	3	4.2	26		4			0	0		13		0		0	11	20	84.3	67.2	96.8	86.6	84.3	59.6	88.7	78.4	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151117	11/17/2015	102741	CME 	00	102 	26585	14579	13798	5	3793	0	0	7172	9805	62	0	1583	0	25611	25253	974	1332	3880	-826	2909	0	50	0	0	4681	1117	-18	-108	-127	0	3779	3881	101	-1	100	54.8	51.9	0	14.3	0	0	27	36.9	0.2	0	6	0	96.3	95	3.7	5	29		4			0	0		15		0		0	10	22	91.9	61.2	96.2	80.5	91.9	61.2	96.1	80.4	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151110	11/10/2015	102741	CME 	00	102 	22705	15405	10889	5	3743	0	0	2491	8688	80	108	1710	0	21832	21372	873	1333	2428	-129	3180	0	610	0	0	1705	-1207	71	108	639	0	2365	2683	63	-255	100	67.8	48	0	16.5	0	0	11	38.3	0.4	0.5	7.5	0	96.2	94.1	3.8	5.9	28		4			0	0		12			4	0	12	20	90.9	58.8	95.8	81.8	90.9	58.8	95.8	81.5	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151103	11/3/2015	102741	CME 	00	102 	20277	15534	7709	5	3133	0	0	786	9895	9	0	1071	0	19467	18689	810	1588	-3005	1327	-529	-59	450	-177	0	-4062	387	-604	0	-2225	0	-2948	-3207	-57	202	100	76.6	38	0	15.5	0	0	3.9	48.8	0	0	5.3	0	96	92.2	4	7.8	22		4			0	0		11		0		0	8	17	95.1	61.1	96	80.5	95.1	61.1	95.9	80.4	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151027	10/27/2015	102741	CME 	00	102 	23282	14207	8238	64	2683	177	0	4848	9508	613	0	3296	0	22415	21896	867	1386	-352	0	912	5	267	0	0	-336	-1120	-286	0	291	0	-350	-198	-2	-154	100	61	35.4	0.3	11.5	0.8	0	20.8	40.8	2.6	0	14.2	0	96.3	94	3.7	6	27		4				0		12		0	4	0	10	22	88.2	64.9	96.2	79.5	88.2	64.9	93.4	77.8	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151020	10/20/2015	102741	CME 	00	102 	23634	14207	7326	59	2416	177	0	5184	10628	899	0	3005	0	22765	22094	869	1540	-753	-437	162	54	22	0	0	-6	-1005	-194	-200	157	0	-761	-826	8	73	100	60.1	31	0.2	10.2	0.7	0	21.9	45	3.8	0	12.7	0	96.3	93.5	3.7	6.5	27						0		13		0	4	0	10	22	85.7	69.1	96.1	80	85.7	69.1	92.3	79.3	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151013	10/13/2015	102741	CME 	00	102 	24387	14644	7164	5	2394	177	0	5190	11633	1093	200	2848	0	23526	22920	861	1467	-3400	-1734	0	0	-1	177	0	-1154	-3155	-201	0	132	-168	-3258	-3215	-142	-185	100	60	29.4	0	9.8	0.7	0	21.3	47.7	4.5	0.8	11.7	0	96.5	94	3.5	6	27						0		14				0	11	20	83.3	70.7	95.7	82	83.3	70.7	92	80.6	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	151006	10/6/2015	102741	CME 	00	102 	27787	16378	7164	5	2395	0	0	6344	14788	1294	200	2716	168	26784	26135	1003	1652	3144	2370	3635	0	-50	0	0	4456	1191	-1350	0	2045	-2277	3149	3244	-5	-100	100	58.9	25.8	0	8.6	0	0	22.8	53.2	4.7	0.7	9.8	0.6	96.4	94.1	3.6	5.9	27	4				0	0	5	12					13	19	76.1	76.5	93.7	87.2	74.6	75.9	89.7	84	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	150929	9/29/2015	102741	CME 	00	102 	24643	14008	3529	5	2445	0	0	1888	13597	2644	200	671	2445	23635	22891	1008	1752	2834	273	0	0	200	0	0	-6	595	59	-107	0	2445	2864	3099	-30	-265	100	56.8	14.3	0	9.9	0	0	7.7	55.2	10.7	0.8	2.7	9.9	95.9	92.9	4.1	7.1	29	5				0	0	4	13					14	20	54.5	66.9	88.1	83.2	54.3	59.5	73.2	67	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	150922	9/22/2015	102741	CME 	00	102 	21809	13735	3529	5	2245	0	0	1894	13002	2585	307	671	0	20771	19792	1038	2017	-306	491	0	0	0	0	0	-1347	-569	681	-145	-348	0	-320	-236	14	-70	100	63	16.2	0	10.3	0	0	8.7	59.6	11.9	1.4	3.1	0	95.2	90.8	4.8	9.2	26	5				0	0	4	10				0	14	16	62.5	74.1	91.2	85.5	59.6	69.5	80.7	75.7	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	150915	9/15/2015	102741	CME 	00	102 	22115	13244	3529	5	2245	0	0	3241	13571	1904	452	1019	0	21091	20028	1024	2087	2898	2221	0	0	50	-165	0	-100	1602	722	102	525	0	2995	2684	-97	214	100	59.9	16	0	10.2	0	0	14.7	61.4	8.6	2	4.6	0	95.4	90.6	4.6	9.4	27	5				0	0	4	10				0	13	17	60	72.1	89.5	83.9	56.5	70.6	80.9	77.6	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	150908	9/8/2015	102741	CME 	00	102 	19217	11023	3529	5	2195	165	0	3341	11969	1182	350	494	0	18096	17344	1121	1873	-14716	-2562	-275	-7645	464	-630	0	-1857	-1500	-213	0	-1504	-2745	-14558	-14512	-158	-204	100	57.4	18.4	0	11.4	0.9	0	17.4	62.3	6.2	1.8	2.6	0	94.2	90.3	5.8	9.7	25	5					0	4	10				0	12	16	67.3	73	88.3	83.8	62.7	73	83.6	79.7	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	150901	9/1/2015	102741	CME 	00	102 	33933	13585	3804	7650	1731	795	0	5198	13469	1395	350	1998	2745	32654	31856	1279	2077	7543	1613	-2606	4212	50	324	0	241	4092	1372	-105	-428	0	7383	6966	160	577	100	40	11.2	22.5	5.1	2.3	0	15.3	39.7	4.1	1	5.9	8.1	96.2	93.9	3.8	6.1	27	4					0		12					12	20	58.6	63.6	86.5	84.4	50.1	43.4	61.5	52.4	"(CONTRACTS OF BRL 100,000)"	F15	Combined
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE	150825	8/25/2015	102741	CME 	00	102 	26390	11972	6410	3438	1681	471	0	4957	9377	23	455	2426	2745	25271	24890	1119	1500	-5908	-1584	3044	63	150	0	0	-4402	-8325	-315	105	-123	-1	-5984	-5657	76	-251	100	45.4	24.3	13	6.4	1.8	0	18.8	35.5	0.1	1.7	9.2	10.4	95.8	94.3	4.2	5.7	29	4					0		13			4		13	21	63.8	61.1	91	81.6	60.2	42.7	71.8	59.1	"(CONTRACTS OF BRL 100,000)"	F15	Combined
